sn,zhel,zcmb,st,est,Mmax,eMmax,t0,EBVmw,eEBVmw,covMs,meth,BV,eBV,covBV_M,host,dist,edist,kmag,ekmag,dsbf,ed,m,em,ml,mu,sample,subtype,quality,caltype
LSQ14act,0.05905,0.0594518,0.691,0.007,18.413,0.007,-3.2,0.2269,0.0227,2.325e-06,,0.0030000000000001137,0.009899494936611667,0.0,N/A,-1.0,-1.0,,,,,10.17,,10.07,10.61,CSPII,Ia,0.976,none
LSQ14age,0.0805442,0.0815802,1.115,0.014,18.574,0.009,-11.9,0.0576,0.0058,5.638e-05,,-0.008999999999996788,0.012806248474865698,0.0,N/A,-1.0,-1.0,,,,,8.42,,8.33,8.59,CSPII,Ia,0.976,none
LSQ14ahc,0.0508648,0.0517592,1.222,0.01,17.388,0.008,-7.9,0.0461,0.0046,3.509e-05,,-0.028999999999999915,0.01063014581273465,0.0,N/A,-1.0,-1.0,,,,,9.13,,8.89,9.62,CSPII,Ia,0.986,none
LSQ14ahm,0.0497655,0.0509869,1.156,0.009,17.418,0.008,-10.5,0.0274,0.0027,1.857e-05,,-0.05099999999999838,0.01063014581273465,0.0,N/A,-1.0,-1.0,,,,,8.2,,8.03,8.37,CSPII,Ia,0.986,none
LSQ14ajn,0.02101,0.0221584,0.654,0.004,16.296,0.006,-0.3,0.0193,0.0019,-9.464e-06,,0.07499999999999929,0.009219544457292887,0.0,N/A,-1.0,-1.0,,,,,10.11,,9.95,10.3,CSPII,Ia,0.979,none
LSQ14asu,0.0683967,0.069594,0.767,0.013,18.934,0.009,-3.6,0.0372,0.0037,6.047e-06,,0.004000000000001336,0.011401754250991379,0.0,N/A,-1.0,-1.0,,,,,10.67,,10.51,10.86,CSPII,Ia,0.927,none
LSQ14auy,0.0824129,0.0832263,1.147,0.017,18.748,0.01,-4.1,0.0669,0.0067,3.145e-05,,-0.012000000000000455,0.012727922061357855,0.0,N/A,-1.0,-1.0,,,,,10.74,,10.61,11.19,CSPII,Ia,0.987,none
LSQ14azy,0.0457633,0.0469322,1.134,0.026,17.627,0.03,3.6,0.0164,0.0016,2.403e-05,,0.0730000000000004,0.06661080993352356,0.0,N/A,-1.0,-1.0,,,,,9.94,,9.75,10.1,CSPII,Ia,0.981,none
LSQ14ba,0.0775463,0.0787677,0.958,0.006,18.845,0.008,-6.9,0.0493,0.0049,1.302e-05,,0.03500000000000014,0.01345362404707371,0.0,N/A,-1.0,-1.0,,,,,9.47,,9.3,9.87,CSPII,Ia,0.986,none
LSQ14bbv,0.0587593,0.058439,1.039,0.011,17.864,0.005,-2.5,0.0464,0.0046,8.291e-06,,0.007999999999999119,0.007071067811865475,0.0,N/A,-1.0,-1.0,,,,,11.02,,10.9,11.14,CSPII,Ia,0.986,none
LSQ14bjj,0.0811438,0.0819882,1.01,0.009,18.648,0.006,-4.3,0.0408,0.0041,3.411e-07,,-0.07499999999999929,0.008602325267042627,0.0,N/A,-1.0,-1.0,,,,,8.46,,8.3,8.91,CSPII,Ia,0.986,none
LSQ14fms,0.077946,0.0773231,0.848,0.015,18.785,0.011,-3.3,0.0143,0.0014,1.814e-05,,0.17100000000000293,0.016278820596099707,0.0,N/A,-1.0,-1.0,,,,,10.11,,10.0,10.49,CSPII,Ia,0.986,none
LSQ14foj,0.0460667,0.0451705,1.012,0.01,17.336,0.011,-10.9,0.0121,0.0012,2.066e-05,,0.04999999999999716,0.01063014581273465,0.0,N/A,-1.0,-1.0,,,,,8.44,,8.33,8.7,CSPII,Ia,0.986,none
LSQ14fom,0.05626,0.0553279,0.947,0.009,17.83,0.009,-8.2,0.0184,0.0018,1.118e-05,,0.022999999999999687,0.01131370849898476,0.0,N/A,-1.0,-1.0,,,,,9.54,,9.4,9.72,CSPII,Ia,0.978,none
LSQ14gfb,0.0527067,0.0527873,0.586,0.033,18.856,0.023,-1.0,0.0159,0.0016,-9.675e-05,,0.5300000000000011,0.06226556030423239,0.0,N/A,-1.0,-1.0,,,,,10.3,,10.11,10.64,CSPII,Ia,0.985,none
LSQ14gfn,0.1216158,0.1210925,1.073,0.091,19.421,0.022,-3.0,0.0332,0.0033,0.0007674,,0.05099999999999838,0.032015621187164243,0.0,N/A,-1.0,-1.0,,,,,10.54,,10.42,10.88,CSPII,Ia,0.967,none
LSQ14ghv,0.0666539,0.0662566,0.968,0.009,18.479,0.008,-3.5,0.0088,0.0009,-8.853e-07,,-0.015999999999998238,0.011401754250991379,0.0,N/A,-1.0,-1.0,,,,,10.18,,10.06,10.31,CSPII,Ia,0.981,none
LSQ14gov,0.089538,0.0892443,1.052,0.011,18.709,0.006,-9.5,0.0357,0.0036,2.125e-05,,-0.1039999999999992,0.0078102496759066544,0.0,N/A,-1.0,-1.0,,,,,9.02,,8.85,9.19,CSPII,Ia,0.985,none
LSQ14ie,0.089538,0.0905466,1.162,0.011,18.878,0.009,-8.2,0.0717,0.0072,3.758e-05,,-0.00999999999999801,0.012041594578792296,0.0,N/A,-1.0,-1.0,,,,,8.08,,7.95,8.21,CSPII,Ia,0.983,none
LSQ14ip,0.0612967,0.0624196,0.509,0.01,19.025,0.014,-7.3,0.0373,0.0037,6.058e-05,,0.33800000000000097,0.022803508501982758,0.0,N/A,-1.0,-1.0,,,,,10.18,,10.01,10.31,CSPII,Ia,0.987,none
LSQ14jp,0.04539,0.0464896,0.675,0.007,17.991,0.007,-8.4,0.053,0.0053,8.719e-06,,0.12300000000000111,0.01,0.0,N/A,-1.0,-1.0,,,,,10.54,,10.48,10.81,CSPII,Ia,0.986,none
LSQ14mc,0.05662,0.0575661,0.963,0.004,17.951,0.005,-6.6,0.0207,0.0021,3.771e-06,,-0.02699999999999747,0.006403124237432849,0.0,N/A,-1.0,-1.0,,,,,9.17,,9.16,9.43,CSPII,Ia,0.986,none
LSQ14q,0.0669503,0.067871,0.957,0.004,18.336,0.006,-12.7,0.0198,0.002,6.057e-06,,-0.045999999999999375,0.00848528137423857,0.0,N/A,-1.0,-1.0,,,,,9.32,,8.92,9.42,CSPII,Ia,0.987,none
LSQ14wp,0.0694519,0.0706148,1.134,0.012,18.109,0.008,-7.8,0.0207,0.0021,2.693e-05,,-0.037000000000002586,0.01063014581273465,0.0,N/A,-1.0,-1.0,,,,,7.48,,7.23,7.59,CSPII,Ia-91T,0.984,none
LSQ14xi,0.0507429,0.0519014,1.142,0.011,17.996,0.008,-8.6,0.0368,0.0037,1.165e-05,,0.21799999999999997,0.01063014581273465,0.0,N/A,-1.0,-1.0,,,,,10.9,,10.77,11.07,CSPII,Ia,0.986,none
LSQ15aae,0.0515643,0.0517701,1.218,0.007,17.778,0.006,-5.5,0.0616,0.0062,1.677e-05,,0.07700000000000173,0.00848528137423857,0.0,N/A,-1.0,-1.0,,,,,10.27,,10.1,10.46,CSPII,Ia-91T,0.982,none
LSQ15agh,0.0599585,0.0610193,1.134,0.008,17.89,0.006,-5.6,0.0216,0.0022,1.343e-05,,-0.031999999999996476,0.0078102496759066544,0.0,N/A,-1.0,-1.0,,,,,9.87,,9.72,9.99,CSPII,Ia,0.987,none
LSQ15aja,0.0699516,0.0699657,1.032,0.011,18.23,0.011,-9.0,0.0545,0.0054,3.04e-05,,-0.08699999999999974,0.009433981132056603,0.0,N/A,-1.0,-1.0,,,,,7.46,,7.34,7.58,CSPII,Ia,0.984,none
LSQ15alq,0.0470667,0.0480953,0.921,0.005,17.392,0.005,-12.1,0.0668,0.0067,7.171e-06,,-0.0020000000000024443,0.006403124237432849,0.0,N/A,-1.0,-1.0,,,,,10.4,,10.22,10.82,CSPII,Ia,0.97,none
LSQ15bv,0.0689,0.0701168,0.952,0.009,18.279,0.01,-0.7,0.0443,0.0044,9.215e-06,,-0.0010000000000012221,0.014422205101855958,0.0,N/A,-1.0,-1.0,,,,,10.56,,10.39,10.77,CSPII,Ia,0.985,none
PS1-13eao,0.0377533,0.037362,0.89,0.045,19.614,0.016,-2.0,0.0107,0.0011,0.0002522,,1.5489999999999995,0.09631718434422801,0.0,N/A,-1.0,-1.0,,,,,10.73,,10.56,11.04,CSPII,Ia,0.0,none
PS1-14ra,0.0280833,0.0287982,0.777,0.006,16.595,0.005,-0.1,0.023,0.0023,-1.663e-06,,0.05999999999999872,0.006403124237432849,0.0,N/A,-1.0,-1.0,,,,,10.65,,10.35,10.72,CSPII,Ia,0.984,none
PS1-14rx,0.0669536,0.0680019,0.846,0.018,18.615,0.019,-8.2,0.0266,0.0027,0.0001345,,-0.021999999999998465,0.02690724809414742,0.0,N/A,-1.0,-1.0,,,,,9.89,,9.77,10.06,CSPII,Ia,0.981,none
PS1-14xw,0.0245,0.0245957,1.039,0.01,15.848,0.005,-3.2,0.0656,0.0066,7e-06,,0.0259999999999998,0.006403124237432849,0.0,N/A,-1.0,-1.0,,,,,11.24,,11.11,11.71,CSPII,Ia,0.975,none
PS15sv,0.033277,0.0335844,0.993,0.005,16.496,0.007,-3.9,0.0782,0.0078,4.222e-06,,0.010999999999999233,0.009219544457292887,0.0,N/A,-1.0,-1.0,,,,,8.31,,8.2,8.56,CSPII,Ia-91T,0.977,none
PTF11pbp,0.0289033,0.0276702,1.15,0.007,16.342,0.006,-6.4,0.0507,0.0051,1.339e-05,,0.054999999999999716,0.007071067811865475,0.0,N/A,-1.0,-1.0,,,,,10.88,,10.73,10.97,CSPII,Ia,0.984,none
PTF11ppn,0.0672534,0.0661869,0.641,0.037,18.481,0.067,7.4,0.132,0.0132,-0.0002573,,0.18900000000000006,0.17917589123540031,0.0,N/A,-1.0,-1.0,,,,,11.02,,10.96,11.06,CSPII,Ia-91bg,0.154,none
PTF11pra,0.0175433,0.0167242,0.439,0.017,16.953,0.025,0.9,0.0243,0.0024,3.83e-07,,0.9200000000000017,0.06,0.0,N/A,-1.0,-1.0,,,,,10.68,,10.57,10.75,CSPII,Ia,0.981,none
PTF11qnr,0.0162167,0.0149985,0.806,0.008,15.478,0.008,-9.3,0.0556,0.0056,1.416e-05,,0.2550000000000008,0.009219544457292887,0.0,N/A,-1.0,-1.0,,,,,10.65,,10.38,10.7,CSPII,Ia,0.979,none
PTF13anh,0.0614575,0.0624543,0.944,0.007,18.203,0.007,-10.7,0.0224,0.0022,1.378e-05,,-0.16999999999999815,0.018439088914585774,0.0,N/A,-1.0,-1.0,,,,,7.48,,7.29,7.66,CSPII,Ia,0.979,none
PTF13duj,0.01694,0.015867,1.156,0.014,15.094,0.011,-7.0,0.0665,0.0067,3.686e-05,,0.057000000000000384,0.012041594578792296,0.0,N/A,-1.0,-1.0,,,,,10.73,,10.61,10.82,CSPII,Ia,0.965,none
PTF13dwl,0.0874395,0.0863561,1.088,0.04,18.69,0.01,-5.3,0.0613,0.0061,7.21e-05,,-0.03400000000000247,0.011401754250991379,0.0,N/A,-1.0,-1.0,,,,,8.74,,8.42,8.98,CSPII,Ia,0.987,none
PTF13dym,0.04213,0.0409061,0.509,0.024,17.467,0.034,-5.8,0.0379,0.0038,0.0002767,,0.09600000000000009,0.04951767361255979,0.0,N/A,-1.0,-1.0,,,,,9.45,,9.25,9.88,CSPII,Ia-91bg,0.0,none
PTF13dyt,0.1099239,0.109862,0.96,0.057,20.022,0.061,-7.0,0.0458,0.0046,0.0004973,,-0.2699999999999996,0.08360023923410746,0.0,N/A,-1.0,-1.0,,,,,11.5,,11.5,11.5,CSPII,Ia-pec,,none
PTF13ebh,0.01326,0.012484,0.636,0.004,14.916,0.007,-13.0,0.0668,0.0067,4.465e-06,,0.12299999999999933,0.009219544457292887,0.0,NGC0890,33.296,0.081,0.0,0.0,0.0,0.0,10.86,0.05,10.809999999999999,10.91,N/A,N/A,0.0,s
PTF13efe,0.0749481,0.0758465,1.145,0.011,18.297,0.009,-9.0,0.0213,0.0021,2.425e-05,,-0.01699999999999946,0.01345362404707371,0.0,N/A,-1.0,-1.0,,,,,11.5,,11.5,11.5,CSPII,Ia,0.987,none
PTF13ez,0.0434699,0.0445375,0.897,0.011,17.461,0.017,-1.8,0.0429,0.0043,-1.134e-05,,0.15900000000000247,0.02968164415931166,0.0,N/A,-1.0,-1.0,,,,,9.71,,9.52,9.84,CSPII,Ia,0.982,none
PTF14aaf,0.0588167,0.0595653,1.161,0.009,17.996,0.008,-11.8,0.0288,0.0029,3.224e-05,,0.05000000000000071,0.009899494936611667,0.0,N/A,-1.0,-1.0,,,,,11.5,,11.5,11.5,CSPII,Ia,0.986,none
PTF14aje,0.0276708,0.0282271,0.684,0.005,17.683,0.007,-5.1,0.1524,0.0152,-1.696e-06,,0.6080000000000005,0.010816653826391968,0.0,N/A,-1.0,-1.0,,,,,10.78,,10.64,10.84,CSPII,Ia,0.978,none
PTF14fpg,0.034,0.03283,1.078,0.013,16.871,0.008,-8.9,0.0258,0.0026,2.901e-05,,0.010000000000001563,0.00848528137423857,0.0,N/A,-1.0,-1.0,,,,,11.5,,11.5,11.5,CSPII,Ia,0.784,none
PTF14gnl,0.05369,0.0525349,1.021,0.006,17.602,0.007,-13.4,0.0268,0.0027,7.413e-06,,-0.05500000000000327,0.008602325267042627,0.0,N/A,-1.0,-1.0,,,,,10.06,,9.86,10.5,CSPII,Ia,0.984,none
PTF14uo,0.0912368,0.0922406,1.118,0.017,18.88,0.007,-5.7,0.0161,0.0016,1.887e-05,,-0.11400000000000077,0.00848528137423857,0.0,N/A,-1.0,-1.0,,,,,9.0,,8.86,9.48,CSPII,Ia,0.987,none
PTF14w,0.0188933,0.0200839,0.742,0.004,16.075,0.004,-6.3,0.0205,0.0021,2.057e-06,,0.055999999999997385,0.005,0.0,N/A,-1.0,-1.0,,,,,9.14,,8.96,9.3,CSPII,Ia,0.975,none
PTF14yw,0.01697,0.0180604,0.856,0.008,15.868,0.009,-4.2,0.0255,0.0026,1.556e-05,,-0.038000000000000256,0.01063014581273465,0.0,N/A,-1.0,-1.0,,,,,10.24,,10.16,10.59,CSPII,Ia,0.411,none
PTF14yy,0.0429703,0.0440905,0.837,0.01,18.111,0.009,-6.9,0.0198,0.002,3.992e-05,,0.2560000000000002,0.014866068747318505,0.0,N/A,-1.0,-1.0,,,,,9.41,,9.25,9.52,CSPII,Ia,0.986,none
SN1995D,0.006561,0.0076747,1.171,0.009,13.368,0.008,-5.2,0.0484,0.0048,3.219e-05,Ho,-0.05299999999999905,0.01,0.0,NGC2962,32.532,0.084,0.0,0.0,0.0,0.0,10.597,0.069,10.527999999999999,10.666,N/A,N/A,0.0,s
SN1997E,0.01354,0.013528,0.831,0.011,15.117,0.007,-3.4,0.1101,0.011,2.159e-05,Ho,0.04499999999999993,0.009219544457292887,0.0,NGC2258,33.781,0.094,0.0,0.0,0.0,0.0,11.199,0.069,11.129999999999999,11.268,N/A,N/A,0.0,s
SN1999ej,0.01372,0.0127757,0.78,0.022,15.433,0.005,-2.9,0.0605,0.006,5.855e-06,,0.017000000000001236,0.006403124237432849,0.0,NGC0495,34.049,0.081,10.116,0.036,64.5,2.4,10.99,0.093,10.897,11.083,N/A,N/A,0.0,s
SN2000cx,0.007929,0.0068909,0.842,0.005,13.251,0.006,-9.0,0.0698,0.007,8.38e-06,Ho,0.05299999999999905,0.0078102496759066544,0.0,NGC0524,32.212,0.09,0.0,0.0,0.0,0.0,10.929,0.089,10.84,11.018,N/A,N/A,0.0,s
SN2002cs,0.01577,0.0153173,1.196,0.013,15.119,0.014,-9.2,0.0878,0.0088,7.111e-05,,0.03700000000000081,0.0170293863659264,0.0,NGC6702,33.992,0.087,9.302,0.027,62.9,2.5,11.324,0.095,11.229,11.419,N/A,N/A,0.0,s
SN2002ha,0.014046,0.0130545,0.833,0.005,14.85,0.006,-12.0,0.0852,0.0085,7.424e-06,,-0.0649999999999995,0.007071067811865475,0.0,NGC6964,33.685,0.096,9.684,0.031,54.6,2.4,11.021,0.106,10.915000000000001,11.127,N/A,N/A,0.0,s
SN2003hv,0.005601,0.0050833,0.788,0.019,12.597,0.027,1.8,0.0133,0.0013,-8.906e-06,Ho,-0.08000000000000007,0.060802960454241044,0.0,NGC1201,31.347,0.074,0.0,0.0,0.0,0.0,10.565,0.06,10.504999999999999,10.625,N/A,N/A,0.0,s
SN2004ef,0.0309667,0.02977,0.84,0.003,16.77,0.005,-9.0,0.0458,0.0046,4.408e-06,,0.11699999999999733,0.00565685424949238,0.0,N/A,-1.0,-1.0,,,,,10.74,,10.63,10.8,CSPI,Ia,0.981,none
SN2004eo,0.01569,0.0147367,0.869,0.005,15.064,0.009,-12.4,0.093,0.0093,1.053e-05,,0.02499999999999858,0.009219544457292887,0.0,N/A,-1.0,-1.0,,,,,11.16,,11.03,11.35,CSPI,Ia,0.979,none
SN2004ey,0.0157767,0.0146267,1.009,0.003,14.922,0.004,-9.0,0.1197,0.012,1.843e-06,,-0.051000000000000156,0.004242640687119285,0.0,N/A,-1.0,-1.0,,,,,10.06,,9.76,10.41,CSPI,Ia,0.973,none
SN2004gs,0.0266267,0.0282767,0.705,0.003,16.955,0.005,-3.8,0.0257,0.0026,5.155e-07,,0.20199999999999818,0.006403124237432849,0.0,N/A,-1.0,-1.0,,,,,10.63,,10.57,10.7,CSPI,Ia,0.982,none
SN2004gu,0.0458267,0.0468967,1.149,0.011,17.356,0.009,-4.8,0.0223,0.0022,3.349e-05,,0.14499999999999957,0.015620499351813309,0.0,N/A,-1.0,-1.0,,,,,10.02,,9.74,10.19,CSPI,Ia-06gz,0.986,none
SN2005A,0.0191267,0.01834,0.963,0.007,16.764,0.011,-3.5,0.0259,0.0026,8.05e-06,,0.9839999999999982,0.015620499351813309,0.0,N/A,-1.0,-1.0,,,,,11.19,,11.07,11.26,CSPI,Ia,0.976,none
SN2005M,0.0219967,0.02558,1.204,0.003,15.988,0.004,-8.2,0.0273,0.0027,2.938e-06,,0.017999999999998906,0.004242640687119285,0.0,N/A,-1.0,-1.0,,,,,8.8,,8.38,8.92,CSPI,Ia-91T,0.984,none
SN2005W,0.0088833,0.00795,0.938,0.006,14.041,0.006,-7.8,0.0615,0.0062,5.302e-06,,0.17099999999999937,0.0078102496759066544,0.0,N/A,-1.0,-1.0,,,,,9.9,,9.75,10.0,CSPI,Ia,0.967,none
SN2005ag,0.07937,0.08008,1.145,0.009,18.55,0.006,-0.9,0.0331,0.0033,1.739e-05,,-0.030000000000001137,0.0078102496759066544,0.0,N/A,-1.0,-1.0,,,,,10.9,,10.84,10.95,CSPI,Ia,0.982,none
SN2005al,0.0123933,0.0132867,0.865,0.004,15.04,0.006,-1.1,0.0483,0.0048,2.332e-06,,-0.051000000000000156,0.007211102550927979,0.0,N/A,-1.0,-1.0,,,,,10.49,,10.4,10.63,CSPI,Ia,0.909,none
SN2005am,0.0078933,0.0089667,0.764,0.004,13.645,0.007,-0.4,0.0433,0.0043,2.44e-06,,0.07399999999999984,0.0078102496759066544,0.0,N/A,-1.0,-1.0,,,,,10.83,,10.68,11.26,CSPI,Ia,0.934,none
SN2005be,0.035,0.0355767,0.761,0.023,17.02,0.032,6.3,0.0294,0.0029,-6.366e-05,,0.053000000000000824,0.0722011080247388,0.0,N/A,-1.0,-1.0,,,,,10.4,,10.25,10.5,CSPI,Ia,0.985,none
SN2005bg,0.02307,0.0241567,1.061,0.037,15.928,0.03,3.7,0.0264,0.0026,-3.05e-05,,0.04200000000000159,0.06543699259593154,0.0,N/A,-1.0,-1.0,,,,,9.91,,9.72,10.02,CSPI,Ia,0.983,none
SN2005bl,0.0240433,0.0251133,0.427,0.011,17.561,0.031,-6.5,0.025,0.0025,0.0001673,,0.6890000000000001,0.03360059523282288,0.0,N/A,-1.0,-1.0,,,,,11.01,,10.89,11.2,CSPI,Ia-91bg,0.98,none
SN2005bo,0.0138867,0.0150133,0.881,0.008,15.336,0.005,-0.3,0.0396,0.004,-3.499e-06,,0.24200000000000088,0.006403124237432849,0.0,N/A,-1.0,-1.0,,,,,10.5,,10.34,10.65,CSPI,Ia,0.962,none
SN2005el,0.0149,0.0148833,0.865,0.003,15.092,0.01,-5.2,0.0976,0.0098,4.879e-06,,-0.0730000000000004,0.01063014581273465,0.0,N/A,-1.0,-1.0,,,,,10.84,,10.7,11.24,CSPI,Ia,0.973,none
SN2005eq,0.0289567,0.02835,1.234,0.007,16.368,0.007,-3.4,0.0629,0.0063,1.398e-05,,0.03500000000000014,0.008602325267042627,0.0,N/A,-1.0,-1.0,,,,,10.56,,10.44,10.65,CSPI,Ia-91T,0.984,none
SN2005hc,0.0459067,0.0444967,1.142,0.007,17.401,0.005,-4.7,0.028,0.0028,7.076e-06,,0.012000000000000455,0.006403124237432849,0.0,N/A,-1.0,-1.0,,,,,10.6,,10.52,10.65,CSPI,Ia,0.98,none
SN2005hj,0.0579667,0.05695,1.152,0.019,17.773,0.013,-3.0,0.0329,0.0033,6.185e-05,,0.0799999999999983,0.015556349186104044,0.0,N/A,-1.0,-1.0,,,,,9.32,,9.22,9.38,CSPI,Ia,0.984,none
SN2005iq,0.03402,0.03293,0.88,0.006,16.941,0.009,-5.5,0.0185,0.0019,1.079e-05,,-0.03200000000000003,0.01063014581273465,0.0,N/A,-1.0,-1.0,,,,,10.54,,10.47,10.6,CSPI,Ia,0.965,none
SN2005ir,0.0763067,0.0752333,1.03,0.02,18.513,0.011,-2.7,0.0265,0.0027,1.54e-05,,0.05000000000000071,0.014866068747318505,0.0,N/A,-1.0,-1.0,,,,,9.23,,9.12,9.37,CSPI,Ia,0.984,none
SN2005kc,0.01511,0.01389,0.932,0.006,15.313,0.009,-10.5,0.1137,0.0114,5.235e-06,,0.23799999999999955,0.01063014581273465,0.0,N/A,-1.0,-1.0,,,,,11.06,,10.6,11.5,CSPI,Ia,0.978,none
SN2005ke,0.0048767,0.0044833,0.438,0.003,13.96,0.012,-9.8,0.02,0.002,8.374e-06,,0.6699999999999999,0.012041594578792296,0.0,N/A,-1.0,-1.0,,,,,10.43,,10.29,10.61,CSPI,Ia-91bg,0.953,none
SN2005ki,0.0191933,0.02037,0.839,0.003,15.691,0.006,-10.0,0.0267,0.0027,2.75e-06,,-0.018000000000000682,0.007071067811865475,0.0,N/A,-1.0,-1.0,,,,,10.8,,10.62,10.86,CSPI,Ia,0.982,none
SN2005ku,0.0454067,0.0441833,0.969,0.034,17.494,0.041,0.4,0.0461,0.0046,-7.933e-05,,0.09299999999999997,0.0778010282708397,0.0,N/A,-1.0,-1.0,,,,,10.04,,9.96,10.1,CSPI,Ia,0.986,none
SN2005lu,0.0319867,0.0312933,1.063,0.03,16.962,0.033,9.2,0.0218,0.0022,1.907e-05,,0.2469999999999999,0.07200694410957877,0.0,N/A,-1.0,-1.0,,,,,9.86,,9.68,10.03,CSPI,Ia,0.975,none
SN2005mc,0.0252033,0.0260067,0.664,0.02,16.822,0.031,2.4,0.0379,0.0038,-4.492e-05,,0.31400000000000006,0.06742403132415029,0.0,N/A,-1.0,-1.0,,,,,10.95,,10.85,11.1,CSPI,Ia,0.982,none
SN2005na,0.0263033,0.0268133,0.971,0.018,16.113,0.007,-1.9,0.0681,0.0068,7.154e-08,,-0.019999999999999574,0.0078102496759066544,0.0,N/A,-1.0,-1.0,,,,,10.97,,10.9,11.05,CSPI,Ia,0.976,none
SN2006D,0.00852,0.00964,0.839,0.003,14.137,0.006,-5.0,0.0394,0.0039,2.702e-06,,0.09800000000000075,0.006403124237432849,0.0,N/A,-1.0,-1.0,,,,,9.76,,9.54,9.85,CSPI,Ia,0.972,none
SN2006X,0.0052367,0.00632,0.971,0.004,13.568,0.01,-10.9,0.0228,0.0023,4.435e-06,,1.2140000000000004,0.01131370849898476,0.0,N/A,-1.0,-1.0,,,,,9.33,,9.06,9.43,CSPI,Ia,0.557,none
SN2006ax,0.0167267,0.0179567,1.003,0.004,15.208,0.008,-11.8,0.041,0.0041,4.286e-06,,-0.07199999999999918,0.0078102496759066544,0.0,N/A,-1.0,-1.0,,,,,10.92,,10.79,11.04,CSPI,Ia,0.981,none
SN2006bd,0.0257067,0.0267967,0.398,0.009,17.823,0.023,-1.4,0.0231,0.0023,5.986e-05,,0.7119999999999997,0.03911521443121589,0.0,N/A,-1.0,-1.0,,,,,10.77,,10.6,10.8,CSPI,Ia-91bg,0.981,none
SN2006bh,0.01084,0.0104933,0.828,0.003,14.431,0.005,-4.9,0.0228,0.0023,2.732e-06,,-0.009999999999999787,0.00565685424949238,0.0,N/A,-1.0,-1.0,,,,,10.43,,10.31,10.49,CSPI,Ia,0.969,none
SN2006br,0.0245733,0.0255233,0.962,0.032,17.744,0.045,7.4,0.0197,0.002,-0.0001807,,0.8490000000000002,0.09626006440887104,0.0,N/A,-1.0,-1.0,,,,,10.97,,10.87,11.36,CSPI,Ia,0.982,none
SN2006ef,0.01787,0.0170267,0.857,0.02,15.553,0.035,10.0,0.0201,0.002,-1.362e-05,,-0.023999999999999133,0.08070935509592429,0.0,NGC0809,34.376,0.109,0.0,0.0,0.0,0.0,10.35,0.18,10.17,10.53,N/A,N/A,0.0,s
SN2006ej,0.0204367,0.0193367,0.842,0.018,15.782,0.032,10.2,0.0296,0.003,3.317e-07,,0.028999999999999915,0.060216276869298396,0.0,N/A,-1.0,-1.0,,,,,10.63,,10.48,10.7,CSPI,Ia,0.971,none
SN2006eq,0.0494667,0.0483667,0.649,0.023,18.249,0.035,2.1,0.0416,0.0042,-6.521e-05,,0.3099999999999987,0.07742092740338365,0.0,N/A,-1.0,-1.0,,,,,10.19,,9.79,10.65,CSPI,Ia,0.973,none
SN2006et,0.0221567,0.0216467,1.18,0.006,15.836,0.007,-10.4,0.0165,0.0017,8.434e-06,,0.14100000000000001,0.0078102496759066544,0.0,N/A,-1.0,-1.0,,,,,10.8,,10.7,10.88,CSPI,Ia,0.983,none
SN2006ev,0.0287133,0.0276,0.843,0.021,16.984,0.033,3.8,0.0759,0.0076,-1.114e-05,,0.1750000000000007,0.07021395872616784,0.0,N/A,-1.0,-1.0,,,,,10.75,,10.65,10.91,CSPI,Ia,0.924,none
SN2006fw,0.0829433,0.0819867,0.922,0.045,18.79,0.046,-2.2,0.028,0.0028,0.0001968,,0.1039999999999992,0.06155485358604957,0.0,N/A,-1.0,-1.0,,,,,9.42,,9.32,9.62,CSPI,Ia,0.001,none
SN2006gj,0.0283333,0.0269667,0.708,0.007,17.271,0.009,-1.8,0.0705,0.007,-5.749e-06,,0.2980000000000018,0.012041594578792296,0.0,N/A,-1.0,-1.0,,,,,10.53,,10.36,10.6,CSPI,Ia,0.983,none
SN2006gt,0.04474,0.0436433,0.575,0.01,18.055,0.012,-2.3,0.0323,0.0032,2.475e-05,,0.24899999999999878,0.016278820596099707,0.0,N/A,-1.0,-1.0,,,,,9.93,,9.87,9.94,CSPI,Ia-91bg,0.982,none
SN2006hb,0.0153333,0.0153367,0.685,0.018,15.467,0.03,4.4,0.0236,0.0024,-2.399e-05,,0.1850000000000005,0.0660302960768767,0.0,N/A,-1.0,-1.0,,,,,10.22,,10.05,10.39,CSPI,Ia-86G,0.98,none
SN2006hx,0.0454633,0.0444033,0.977,0.012,17.499,0.033,-8.2,0.0256,0.0026,7.155e-05,,0.11599999999999966,0.03538361202590826,0.0,N/A,-1.0,-1.0,,,,,10.31,,10.12,10.44,CSPI,Ia,0.981,none
SN2006is,0.0313333,0.03142,1.092,0.037,16.269,0.037,5.5,0.029,0.0029,0.0001361,,0.038999999999997925,0.06720119046564577,0.0,N/A,-1.0,-1.0,,,,,7.1,,6.68,7.41,CSPI,Ia,0.983,none
SN2006kf,0.0212867,0.0208,0.771,0.005,15.997,0.007,-4.7,0.2097,0.021,5.646e-06,,0.0259999999999998,0.009219544457292887,0.0,N/A,-1.0,-1.0,,,,,10.82,,10.59,10.9,CSPI,Ia,0.981,none
