sn,zhel,zcmb,st,est,Mmax,eMmax,t0,EBVmw,eEBVmw,covMs,meth,BV,eBV,covBV_M,host,dist,edist,kmag,ekmag,dsbf,ed,m,em,ml,mu,sample,subtype,quality,caltype
SN2006bh,0.01084,0.0104933,0.827,0.003,15.026,0.01,0.9,0.0228,0.0023,7.461e-06,,-0.01,0.006,0.0,N/A,-1.0,-1.0,,,,,10.43,,10.31,10.49,CSPI,Ia,0.969,none
SN2006br,0.0245733,0.0255233,0.954,0.032,17.132,0.098,8.7,0.0197,0.002,-3.42e-05,,0.837,0.097,0.0,N/A,-1.0,-1.0,,,,,10.97,,10.87,11.36,CSPI,Ia,0.982,none
SN2006ej,0.0204367,0.0193367,0.845,0.018,16.429,0.038,8.9,0.0296,0.003,1.722e-05,,0.028,0.06,0.0,N/A,-1.0,-1.0,,,,,10.63,,10.48,10.7,CSPI,Ia,0.971,none
SN2006eq,0.0494667,0.0483667,0.656,0.022,17.817,0.113,5.4,0.0416,0.0042,-0.000126,,0.302,0.075,0.0,N/A,-1.0,-1.0,,,,,10.19,,9.79,10.65,CSPI,Ia,0.973,none
SN2006et,0.0221567,0.0216467,1.181,0.006,16.4,0.01,-7.0,0.0165,0.0017,3.83e-06,,0.142,0.007,0.0,N/A,-1.0,-1.0,,,,,10.8,,10.7,10.88,CSPI,Ia,0.983,none
SN2006ev,0.0287133,0.0276,0.84,0.021,17.23,0.044,7.4,0.0759,0.0076,7.087e-05,,0.179,0.069,0.0,N/A,-1.0,-1.0,,,,,10.75,,10.65,10.91,CSPI,Ia,0.924,none
SN2006gj,0.0283333,0.0269667,0.709,0.007,17.278,0.061,7.0,0.0705,0.007,-7.11e-05,,0.297,0.012,0.0,N/A,-1.0,-1.0,,,,,10.53,,10.36,10.6,CSPI,Ia,0.983,none
SN2006gt,0.04474,0.0436433,0.565,0.009,18.394,0.093,1.0,0.0323,0.0032,-2.882e-05,,0.257,0.016,0.0,N/A,-1.0,-1.0,,,,,9.93,,9.87,9.94,CSPI,Ia-91bg,0.982,none
SN2006hb,0.0153333,0.0153367,0.682,0.018,15.792,0.033,7.8,0.0236,0.0024,-1.702e-05,,0.186,0.064,0.0,N/A,-1.0,-1.0,,,,,10.22,,10.05,10.39,CSPI,Ia-86G,0.98,none
SN2006hx,0.0454633,0.0444033,0.98,0.012,17.914,0.055,-3.7,0.0256,0.0026,-4.135e-05,,0.113,0.035,0.0,N/A,-1.0,-1.0,,,,,10.31,,10.12,10.44,CSPI,Ia,0.981,none
SN2006is,0.0313333,0.03142,1.093,0.036,17.17,0.048,5.7,0.029,0.0029,0.0001167,,0.038,0.066,0.0,N/A,-1.0,-1.0,,,,,7.1,,6.68,7.41,CSPI,Ia,0.983,none
SN2006kf,0.0212867,0.0208,0.771,0.005,16.385,0.017,1.1,0.2097,0.021,-1.091e-06,,0.024,0.009,0.0,N/A,-1.0,-1.0,,,,,10.82,,10.59,10.9,CSPI,Ia,0.981,none
SN2006mr,0.0058667,0.00551,0.333,0.004,13.921,0.034,-5.6,0.0179,0.0018,2.575e-05,,0.728,0.028,0.0,N/A,-1.0,-1.0,,,,,11.19,,10.79,11.38,CSPI,Ia-91bg,0.947,none
SN2006ob,0.0591967,0.0582567,0.739,0.009,18.571,0.091,7.8,0.0285,0.0029,-4.878e-05,,0.124,0.016,0.0,N/A,-1.0,-1.0,,,,,11.26,,11.08,11.33,CSPI,Ia,0.986,none
SN2006os,0.0327867,0.03208,0.941,0.02,17.308,0.059,6.4,0.1254,0.0125,8.469e-06,,0.318,0.065,0.0,N/A,-1.0,-1.0,,,,,10.81,,10.66,10.87,CSPI,Ia,0.982,none
SN2007A,0.0176333,0.0164633,1.05,0.02,15.979,0.033,2.8,0.0631,0.0063,1.729e-05,,0.202,0.01,0.0,N/A,-1.0,-1.0,,,,,10.57,,10.57,10.57,CSPI,Ia,0.98,none
SN2007N,0.01287,0.014,0.376,0.006,16.307,0.046,-0.8,0.0343,0.0034,2.123e-05,,0.953,0.024,0.0,N/A,-1.0,-1.0,,,,,10.19,,10.1,10.57,CSPI,Ia-91bg,0.976,none
SN2007S,0.01387,0.0150233,1.186,0.007,15.517,0.009,-7.3,0.0224,0.0022,1.127e-06,,0.366,0.011,0.0,N/A,-1.0,-1.0,,,,,9.98,,9.63,10.16,CSPI,Ia-91T,0.973,none
SN2007ai,0.03164,0.0319867,1.223,0.013,17.117,0.026,3.2,0.286,0.0286,-7.16e-05,,0.183,0.013,0.0,N/A,-1.0,-1.0,,,,,9.91,,9.76,10.18,CSPI,Ia-91T,0.985,none
SN2007al,0.0121133,0.0132629,0.383,0.006,16.024,0.056,-0.3,0.036,0.0036,5.911e-05,,0.693,0.026,0.0,N/A,-1.0,-1.0,,,,,9.47,,9.33,9.91,CSPI,Ia-91bg,0.971,none
SN2007as,0.01756,0.0178967,0.889,0.004,16.073,0.017,-2.1,0.1229,0.0123,1.59e-05,,0.08,0.009,0.0,N/A,-1.0,-1.0,,,,,10.36,,10.24,10.43,CSPI,Ia,0.98,none
SN2007ax,0.0068567,0.0076367,0.353,0.01,15.102,0.091,-5.8,0.0446,0.0045,0.0001204,,0.682,0.03,0.0,N/A,-1.0,-1.0,,,,,10.23,,10.13,10.29,CSPI,Ia-91bg,0.924,none
SN2007ba,0.0384867,0.0390533,0.568,0.008,17.644,0.073,-1.7,0.0315,0.0032,-5.343e-06,,0.327,0.019,0.0,N/A,-1.0,-1.0,,,,,10.99,,10.9,11.06,CSPI,Ia-91bg,0.796,none
SN2007bc,0.0207567,0.02185,0.907,0.005,16.474,0.028,2.6,0.0186,0.0019,1.907e-05,,0.033,0.009,0.0,N/A,-1.0,-1.0,,,,,10.73,,10.65,10.78,CSPI,Ia,0.983,none
SN2007bd,0.0309967,0.0318267,0.917,0.006,17.378,0.043,-4.1,0.0289,0.0029,-1.847e-05,,-0.001,0.016,0.0,N/A,-1.0,-1.0,,,,,10.82,,10.68,10.89,CSPI,Ia,0.984,none
SN2007bm,0.0062067,0.00744,0.906,0.005,13.996,0.012,-3.4,0.0354,0.0035,2.271e-05,,0.421,0.009,0.0,N/A,-1.0,-1.0,,,,,10.27,,10.09,10.72,CSPI,Ia,0.958,none
SN2007ca,0.0140567,0.01507,1.078,0.012,15.705,0.016,-5.6,0.057,0.0057,1.077e-05,,0.26,0.009,0.0,N/A,-1.0,-1.0,,,,,9.69,,9.52,9.74,CSPI,Ia,0.979,none
SN2007hj,0.0141033,0.0128818,0.633,0.005,15.741,0.035,9.1,0.0747,0.0075,-2.509e-05,,0.215,0.01,0.0,N/A,-1.0,-1.0,,,,,10.45,,10.3,10.89,CSPI,Ia,0.961,none
SN2007jg,0.0371067,0.0365767,0.939,0.006,17.573,0.044,1.5,0.0904,0.009,-9.336e-06,,0.028,0.01,0.0,N/A,-1.0,-1.0,,,,,8.1,,7.95,8.22,CSPI,Ia,0.974,none
SN2007le,0.0067167,0.0055233,1.02,0.004,13.955,0.008,-6.4,0.0287,0.0029,6.395e-06,,0.292,0.006,0.0,N/A,-1.0,-1.0,,,,,9.85,,9.71,10.16,CSPI,Ia,0.955,none
SN2007nq,0.045,0.0439033,0.769,0.006,17.664,0.066,8.6,0.0312,0.0031,7.583e-05,,0.056,0.011,0.0,N/A,-1.0,-1.0,,,,,11.21,,11.15,11.28,CSPI,Ia,0.952,none
SN2007on,0.00649,0.0061833,0.589,0.003,13.284,0.013,-6.6,0.0098,0.001,-2.263e-06,,0.115,0.012,0.0,N/A,-1.0,-1.0,,,,,11.04,,10.78,11.45,CSPI,Ia,0.957,none
SN2007so,0.0296667,0.0289285,0.925,0.009,16.659,0.06,33.5,0.1161,0.0116,0.0001536,,0.014,0.076,0.0,N/A,-1.0,-1.0,,,,,10.97,,10.89,11.07,CSPI,Ia,,none
SN2007st,0.0211667,0.0206508,0.863,0.022,16.276,0.056,8.9,0.0143,0.0014,0.000119,,0.149,0.083,0.0,N/A,-1.0,-1.0,,,,,10.95,,10.85,11.4,CSPI,Ia,0.951,none
SN2007ux,0.0308933,0.031996,0.628,0.006,17.53,0.021,3.3,0.0386,0.0039,-5.299e-05,,0.21,0.01,0.0,N/A,-1.0,-1.0,,,,,10.3,,10.23,10.34,CSPI,Ia-86G,0.981,none
SN2008C,0.01661,0.0170667,0.967,0.024,16.045,0.043,9.7,0.072,0.0072,6.056e-05,,0.167,0.074,0.0,N/A,-1.0,-1.0,,,,,10.49,,10.35,10.55,CSPI,Ia,0.981,none
SN2008O,0.03883,0.039318,0.688,0.01,17.912,0.048,2.3,0.0763,0.0076,-0.0001125,,0.313,0.016,0.0,N/A,-1.0,-1.0,,,,,11.33,,11.12,11.59,CSPI,Ia,0.986,none
SN2008R,0.0134933,0.0128867,0.632,0.006,15.516,0.044,4.3,0.0618,0.0062,-4.646e-05,,0.12,0.011,0.0,NGC1200,33.66,0.08,0.0,0.0,0.0,0.0,11.25,0.12,11.13,11.37,N/A,N/A,0.0,s
SN2008ar,0.02613,0.0272474,0.976,0.004,16.859,0.031,-1.7,0.0311,0.0031,1.835e-06,,0.008,0.011,0.0,N/A,-1.0,-1.0,,,,,10.21,,10.11,10.28,CSPI,Ia,0.984,none
SN2008bc,0.0150767,0.0157067,1.057,0.005,15.726,0.011,-1.7,0.2251,0.0225,1.475e-05,,-0.028,0.006,0.0,N/A,-1.0,-1.0,,,,,10.1,,9.95,10.23,CSPI,Ia,0.979,none
SN2008bd,0.0300833,0.0312803,0.66,0.038,17.454,0.114,24.6,0.0751,0.0075,-0.002116,,0.339,0.067,0.0,N/A,-1.0,-1.0,,,,,11.07,,10.99,11.13,CSPI,Ia-91bg,,none
SN2008bf,0.0234837,0.0245538,1.019,0.004,16.906,0.023,-3.8,0.0296,0.003,5.697e-06,,-0.046,0.006,0.0,N/A,-1.0,-1.0,,,,,11.4,,11.4,11.4,CSPI,Ia,0.982,none
SN2008bi,0.0134367,0.0143882,0.512,0.022,16.281,0.058,10.5,0.037,0.0037,6.772e-05,,0.591,0.123,0.0,N/A,-1.0,-1.0,,,,,10.38,,10.27,10.48,CSPI,Ia-91bg,0.972,none
SN2008bq,0.0339767,0.0344433,1.153,0.009,17.374,0.08,7.3,0.0774,0.0077,6.409e-06,,0.04,0.009,0.0,N/A,-1.0,-1.0,,,,,10.82,,10.74,10.91,CSPI,Ia,0.983,none
SN2008bt,0.0153533,0.0165796,0.498,0.008,16.445,0.137,26.8,0.0445,0.0044,0.0001361,,0.508,0.013,0.0,N/A,-1.0,-1.0,,,,,10.85,,10.7,10.91,CSPI,Ia-91bg,0.979,none
SN2008cc,0.0103867,0.0101222,0.813,0.018,14.643,0.018,19.3,0.0355,0.0035,1.855e-05,,0.158,0.065,0.0,N/A,-1.0,-1.0,,,,,10.48,,10.4,10.64,CSPI,Ia,0.965,none
SN2008cf,0.0459682,0.0468269,1.092,0.035,18.055,0.043,6.1,0.0577,0.0058,9.919e-05,,0.009,0.062,0.0,N/A,-1.0,-1.0,,,,,8.73,,8.59,8.97,CSPI,Ia,0.986,none
SN2008ff,0.0191933,0.0186725,1.083,0.009,16.234,0.016,24.9,0.0436,0.0044,1.755e-05,,0.177,0.017,0.0,N/A,-1.0,-1.0,,,,,10.8,,10.8,10.8,CSPI,Ia,0.981,none
SN2008fl,0.0199,0.0194172,0.883,0.017,16.206,0.03,8.5,0.1569,0.0157,1.102e-05,,0.056,0.059,0.0,N/A,-1.0,-1.0,,,,,10.94,,10.87,11.01,CSPI,Ia,0.982,none
SN2008fp,0.00566,0.0062867,1.108,0.008,13.576,0.006,-0.1,0.1686,0.0169,7.643e-06,,0.479,0.007,0.0,N/A,-1.0,-1.0,,,,,10.2,,10.15,10.63,CSPI,Ia,0.944,none
SN2008fr,0.0389733,0.0379062,1.035,0.023,17.722,0.041,13.0,0.0395,0.004,2.359e-05,,-0.014,0.069,0.0,N/A,-1.0,-1.0,,,,,7.73,,7.58,7.92,CSPI,Ia,0.981,none
SN2008fu,0.05237,0.0518336,0.822,0.024,18.327,0.054,16.5,0.018,0.0018,7.878e-05,,-0.021,0.087,0.0,N/A,-1.0,-1.0,,,,,10.72,,10.66,10.8,CSPI,Ia,0.986,none
SN2008fw,0.0085433,0.0095066,1.117,0.023,14.693,0.021,23.4,0.1123,0.0112,-4.74e-07,,0.076,0.065,0.0,N/A,-1.0,-1.0,,,,,10.49,,10.31,10.61,CSPI,Ia-91T,0.971,none
SN2008gg,0.0319933,0.0310658,1.054,0.025,17.407,0.037,10.8,0.0195,0.002,2.237e-05,,0.149,0.063,0.0,N/A,-1.0,-1.0,,,,,10.73,,10.63,10.82,CSPI,Ia,0.984,none
SN2008gl,0.0339933,0.0329459,0.867,0.005,17.492,0.034,3.7,0.0244,0.0024,-1.353e-06,,0.028,0.008,0.0,N/A,-1.0,-1.0,,,,,10.86,,10.81,10.92,CSPI,Ia,0.977,none
SN2008gp,0.03339,0.0328233,0.979,0.004,17.441,0.033,-5.1,0.1042,0.0104,6.613e-06,,-0.031,0.011,0.0,N/A,-1.0,-1.0,,,,,10.73,,10.64,10.79,CSPI,Ia,0.985,none
SN2008hj,0.0378667,0.0367224,1.008,0.005,17.653,0.036,-2.9,0.0303,0.003,5.171e-06,,-0.008,0.007,0.0,N/A,-1.0,-1.0,,,,,10.4,,10.2,10.69,CSPI,Ia,0.983,none
SN2008hs,0.017349,0.0166411,0.625,0.006,16.483,0.027,-6.1,0.0497,0.005,1.101e-05,,0.086,0.024,0.0,NGC0910,34.459,0.093,9.357,0.033,77.9,3.3,11.504,0.103,11.401,11.607,N/A,N/A,0.0,s
SN2008hu,0.0496656,0.050526,0.827,0.023,18.193,0.069,2.8,0.0921,0.0092,9.011e-05,,0.021,0.07,0.0,N/A,-1.0,-1.0,,,,,10.99,,10.84,11.07,CSPI,Ia,0.985,none
SN2008hv,0.01254,0.01358,0.867,0.004,15.548,0.013,-8.1,0.0279,0.0028,7.502e-06,,-0.047,0.011,0.0,NGC2765,33.725,0.083,0.0,0.0,0.0,0.0,10.55,0.18,10.370000000000001,10.73,N/A,N/A,0.0,s
SN2008ia,0.0219833,0.02254,0.834,0.006,16.356,0.026,2.9,0.1954,0.0195,6.571e-05,,-0.035,0.016,0.0,ESO125-G006,34.896,0.195,0.0,0.0,0.0,0.0,10.77,0.5,10.27,11.27,N/A,N/A,0.0,s
SN2009D,0.02499,0.024654,1.159,0.007,16.644,0.013,1.8,0.0441,0.0044,-1.368e-06,,-0.021,0.006,0.0,N/A,-1.0,-1.0,,,,,10.43,,10.35,10.5,CSPI,Ia,0.984,none
SN2009F,0.0129467,0.01291,0.386,0.007,16.084,0.034,-4.9,0.0895,0.0089,4.985e-05,,0.551,0.025,0.0,N/A,-1.0,-1.0,,,,,10.79,,10.61,11.22,CSPI,Ia-91bg,0.97,none
SN2009I,0.02615,0.0254309,1.089,0.03,16.963,0.029,-1.3,0.0272,0.0027,0.000128,,0.651,0.017,0.0,N/A,-1.0,-1.0,,,,,10.74,,10.53,10.88,CSPI,Ia,0.969,none
SN2009Y,0.0093467,0.0101034,0.993,0.005,14.673,0.015,0.4,0.0873,0.0087,7.046e-06,,0.148,0.01,0.0,N/A,-1.0,-1.0,,,,,10.76,,10.66,10.95,CSPI,Ia,0.97,none
SN2009aa,0.02729,0.0284814,0.944,0.004,16.961,0.016,-5.4,0.0295,0.0029,8.617e-06,,0.013,0.012,0.0,N/A,-1.0,-1.0,,,,,10.6,,10.1,10.8,CSPI,Ia,0.983,none
SN2009ab,0.0111633,0.0108624,0.903,0.006,15.249,0.015,-3.6,0.1838,0.0184,1.483e-05,,0.035,0.011,0.0,N/A,-1.0,-1.0,,,,,10.35,,10.2,10.78,CSPI,Ia,0.959,none
SN2009ad,0.02838,0.0283174,1.107,0.014,17.098,0.026,0.6,0.0953,0.0095,4.543e-05,,0.032,0.011,0.0,N/A,-1.0,-1.0,,,,,10.58,,10.5,10.64,CSPI,Ia,0.984,none
SN2009ag,0.0086333,0.0092477,0.966,0.005,14.774,0.012,0.9,0.218,0.0218,6.374e-06,,0.149,0.014,0.0,N/A,-1.0,-1.0,,,,,10.2,,9.99,10.6,CSPI,Ia,0.97,none
SN2009al,0.02209,0.0232764,0.92,0.013,16.61,0.033,-1.9,0.0212,0.0021,3.368e-05,,0.186,0.028,0.0,N/A,-1.0,-1.0,,,,,10.72,,10.66,10.77,CSPI,Ia,0.98,none
SN2009cz,0.0211233,0.0219786,1.173,0.011,16.485,0.023,0.7,0.0221,0.0022,1.343e-06,,0.017,0.011,0.0,N/A,-1.0,-1.0,,,,,10.75,,10.68,10.84,CSPI,Ia,0.982,none
SN2009ds,0.0192467,0.0204662,1.121,0.015,16.293,0.027,-2.2,0.0332,0.0033,7.005e-05,,0.107,0.013,0.0,N/A,-1.0,-1.0,,,,,10.77,,10.62,10.97,CSPI,Ia,0.982,none
SN2010Y,0.0109,0.0112644,0.66,0.006,15.42,0.071,-4.2,0.0117,0.0012,8.566e-06,,0.02,0.016,0.0,NGC3392,33.861,0.088,10.862,0.05,59.2,2.4,10.58,0.106,10.474,10.686,N/A,N/A,0.0,s
SN2011iy,0.0042633,0.0053357,1.033,0.005,12.697,0.021,19.8,0.0529,0.0053,5.433e-06,,0.244,0.012,0.0,N/A,-1.0,-1.0,,,,,10.39,,10.21,10.83,CSPII,Ia,0.9,none
SN2011jh,0.0077833,0.0089154,0.789,0.005,14.474,0.019,1.3,0.0322,0.0032,1.634e-06,,0.367,0.008,0.0,N/A,-1.0,-1.0,,,,,10.09,,10.02,10.16,CSPII,Ia,0.966,none
SN2012aq,0.0519633,0.0525508,0.996,0.018,18.296,0.046,16.0,0.0338,0.0034,1.029e-05,,0.004,0.063,0.0,N/A,-1.0,-1.0,,,,,7.77,,7.63,8.01,CSPII,Ia,0.972,none
SN2012ar,0.02824,0.028536,0.809,0.006,16.878,0.042,6.1,0.2024,0.0202,-3.759e-06,,0.032,0.006,0.0,N/A,-1.0,-1.0,,,,,10.94,,10.84,11.02,CSPII,Ia,0.982,none
SN2012bl,0.0186933,0.0181998,1.081,0.016,16.261,0.044,7.1,0.0297,0.003,0.0001483,,0.044,0.008,0.0,N/A,-1.0,-1.0,,,,,10.09,,9.85,10.24,CSPII,Ia,0.977,none
SN2012bo,0.0254133,0.0265314,1.16,0.007,16.929,0.038,4.8,0.0447,0.0045,1.008e-05,,0.009,0.006,0.0,N/A,-1.0,-1.0,,,,,10.32,,10.15,10.4,CSPII,Ia,0.983,none
SN2012gm,0.01478,0.013553,0.987,0.004,15.482,0.012,-3.1,0.0393,0.0039,3.366e-06,,0.172,0.004,0.0,N/A,-1.0,-1.0,,,,,10.01,,9.9,10.08,CSPII,Ia,0.977,none
SN2012hd,0.0119433,0.0111341,0.888,0.004,15.127,0.017,-7.7,0.0228,0.0023,1.316e-05,,0.122,0.008,0.0,N/A,-1.0,-1.0,,,,,10.44,,10.38,10.54,CSPII,Ia,0.973,none
SN2012hr,0.0075567,0.0078716,0.973,0.001,14.407,0.008,-0.1,0.0389,0.0039,2.018e-06,,0.009,0.004,0.0,N/A,-1.0,-1.0,,,,,10.32,,10.21,10.45,CSPII,Ia,0.966,none
SN2013E,0.0094067,0.0104565,1.131,0.004,14.514,0.025,14.6,0.0843,0.0084,8.581e-06,,0.075,0.004,0.0,N/A,-1.0,-1.0,,,,,9.96,,9.83,9.99,CSPII,Ia,0.951,none
SN2013H,0.0154767,0.0158792,1.048,0.005,15.782,0.034,12.8,0.1134,0.0113,1.289e-05,,0.186,0.005,0.0,N/A,-1.0,-1.0,,,,,10.5,,10.32,10.6,CSPII,Ia,0.98,none
SN2013M,0.03493,0.0357427,0.943,0.004,17.187,0.029,-0.7,0.0719,0.0072,1.923e-05,,0.023,0.01,0.0,N/A,-1.0,-1.0,,,,,10.9,,10.73,11.04,CSPII,Ia,0.934,none
SN2013U,0.0344833,0.0356518,1.239,0.011,17.056,0.051,12.0,0.0245,0.0025,-6.326e-05,,0.172,0.01,0.0,N/A,-1.0,-1.0,,,,,10.27,,10.15,10.31,CSPII,Ia-91T,0.842,none
SN2013aa,0.0039967,0.0046654,1.002,0.002,12.085,0.008,3.5,0.1458,0.0146,2.568e-06,,-0.068,0.004,0.0,N/A,-1.0,-1.0,,,,,9.99,,9.85,10.12,CSPII,Ia,0.888,none
SN2013ad,0.0363748,0.0358694,0.991,0.013,17.266,0.058,6.7,0.3692,0.0369,5.99e-05,,-0.09,0.011,0.0,N/A,-1.0,-1.0,,,,,11.5,,11.5,11.5,CSPII,Ia,0.639,none
SN2013aj,0.00912,0.0100653,0.8,0.004,14.584,0.012,-0.1,0.0316,0.0032,8.713e-06,,0.052,0.006,0.0,N/A,-1.0,-1.0,,,,,9.99,,9.82,10.38,CSPII,Ia,0.969,none
SN2013as,0.0684526,0.0696439,1.01,0.022,18.963,0.164,10.1,0.0336,0.0034,1.008e-05,,0.0,0.067,0.0,N/A,-1.0,-1.0,,,,,8.59,,8.43,8.95,CSPII,Ia,0.984,none
SN2013ay,0.0157167,0.0156526,0.494,0.019,15.772,0.036,8.4,0.0622,0.0062,-1.049e-05,,0.531,0.082,0.0,N/A,-1.0,-1.0,,,,,10.72,,10.64,10.82,CSPII,Ia,0.953,none
SN2013az,0.0372533,0.037464,0.768,0.025,17.453,0.048,7.2,0.0271,0.0027,-6.587e-05,,0.089,0.064,0.0,N/A,-1.0,-1.0,,,,,10.99,,10.93,11.07,CSPII,Ia,0.972,none
SN2013bc,0.02245,0.023528,0.481,0.023,16.844,0.065,1.5,0.0407,0.0041,9.867e-05,,0.735,0.067,0.0,N/A,-1.0,-1.0,,,,,10.47,,10.28,10.55,CSPII,Ia,0.98,none
SN2013bz,0.01915,0.0201818,1.152,0.009,15.938,0.025,-0.5,0.0377,0.0038,7.06e-06,,0.152,0.009,0.0,N/A,-1.0,-1.0,,,,,9.98,,9.94,10.04,CSPII,Ia-91T,0.855,none
SN2013fy,0.0308467,0.0301903,1.174,0.011,17.05,0.057,11.8,0.023,0.0023,-1.661e-05,,0.01,0.008,0.0,N/A,-1.0,-1.0,,,,,10.86,,10.77,10.96,CSPII,Ia,0.985,none
SN2013fz,0.0205933,0.0205517,1.015,0.004,16.251,0.034,9.7,0.0119,0.0012,4.136e-06,,-0.002,0.004,0.0,N/A,-1.0,-1.0,,,,,10.69,,10.61,10.77,CSPII,Ia,0.98,none
SN2013gv,0.0340967,0.0334585,0.845,0.008,17.589,0.03,1.3,0.1434,0.0143,-1.044e-06,,-0.025,0.012,0.0,N/A,-1.0,-1.0,,,,,11.27,,11.16,11.56,CSPII,Ia,0.973,none
SN2013gy,0.0140133,0.0135587,0.911,0.003,15.344,0.015,-8.0,0.0485,0.0049,6.803e-06,,-0.008,0.006,0.0,N/A,-1.0,-1.0,,,,,9.0,,8.98,9.16,CSPII,Ia,0.976,none
SN2013hn,0.01513,0.0160268,0.821,0.026,15.699,0.069,11.1,0.0529,0.0053,-4.035e-05,,-0.069,0.067,0.0,N/A,-1.0,-1.0,,,,,10.99,,10.84,11.07,CSPII,Ia,0.98,none
SN2014I,0.0299933,0.0302041,0.916,0.003,16.99,0.014,-2.8,0.0207,0.0021,2.623e-06,,-0.022,0.006,0.0,N/A,-1.0,-1.0,,,,,10.9,,10.76,11.31,CSPII,Ia,0.98,none
SN2014Z,0.02126,0.0209246,0.98,0.029,16.447,0.042,7.3,0.0246,0.0025,3.805e-05,,-0.019,0.06,0.0,N/A,-1.0,-1.0,,,,,10.75,,10.66,10.81,CSPII,Ia,0.983,none
SN2014ba,0.0058367,0.0049902,0.338,0.021,14.043,0.049,4.7,0.0102,0.001,-1.498e-05,,0.944,0.09,0.0,N/A,-1.0,-1.0,,,,,10.64,,10.56,11.06,CSPII,Ia-91bg,0.954,none
SN2014dl,0.0329433,0.0331433,1.227,0.013,16.817,0.037,0.1,0.0547,0.0055,-1.412e-07,,0.019,0.007,0.0,N/A,-1.0,-1.0,,,,,9.48,,9.19,9.68,CSPII,Ia-91T,0.694,none
SN2014dn,0.0221733,0.0221408,0.465,0.005,16.956,0.05,4.2,0.0161,0.0016,1.302e-05,,0.653,0.01,0.0,N/A,-1.0,-1.0,,,,,10.65,,10.58,10.72,CSPII,Ia,0.982,none
SN2014eg,0.01862,0.018331,1.183,0.01,16.076,0.041,3.7,0.0257,0.0026,3.903e-05,,0.247,0.009,0.0,N/A,-1.0,-1.0,,,,,11.62,,11.47,11.73,CSPII,Ia-91T,0.947,none
SNhunt281,0.0040667,0.004706,0.692,0.003,14.01,0.014,1.5,0.0454,0.0045,-7.337e-06,,0.04,0.007,0.0,N/A,-1.0,-1.0,,,,,9.75,,9.66,9.85,CSPII,Ia,0.947,none
