sn_1,zhel_1,zcmb_1,st_1,est_1,Mmax_1,eMmax_1,t0_1,EBVmw_1,eEBVmw_1,covMs_1,sample_1,subtype_1,quality_1,cosmo_1,phys_1,BV_1,eBV_1,covBV_M_1,ml_1,m_1,mu_1,host_1,dist_1,edist_1,caltype_1,sn_2,zhel_2,zcmb_2,st_2,est_2,Mmax_2,eMmax_2,t0_2,EBVmw_2,eEBVmw_2,covMs_2,sample_2,subtype_2,quality_2,cosmo_2,phys_2,BV_2,eBV_2,covBV_M_2,ml_2,m_2,mu_2,host_2,dist_2,edist_2,caltype_2,sn_3,zhel_3,zcmb_3,st_3,est_3,Mmax_3,eMmax_3,t0_3,EBVmw_3,eEBVmw_3,covMs_3,sample_3,subtype_3,quality_3,cosmo_3,phys_3,BV_3,eBV_3,covBV_M_3,ml_3,m_3,mu_3,host_3,dist_3,edist_3,caltype_3,sn_4,zhel_4,zcmb_4,st_4,est_4,Mmax_4,eMmax_4,t0_4,EBVmw_4,eEBVmw_4,covMs_4,sample_4,subtype_4,quality_4,cosmo_4,phys_4,BV_4,eBV_4,covBV_M_4,ml_4,m_4,mu_4,host_4,dist_4,edist_4,caltype_4,sn_5,zhel_5,zcmb_5,st_5,est_5,Mmax_5,eMmax_5,t0_5,EBVmw_5,eEBVmw_5,covMs_5,sample_5,subtype_5,quality_5,cosmo_5,phys_5,BV_5,eBV_5,covBV_M_5,ml_5,m_5,mu_5,host_5,dist_5,edist_5,caltype_5,sn_2a,zhel_2a,zcmb_2a,st_2a,est_2a,Mmax_2a,eMmax_2a,t0_2a,EBVmw_2a,eEBVmw_2a,covMs_2a,sample_2a,subtype_2a,quality_2a,cosmo_2a,phys_2a,BV_2a,eBV_2a,covBV_M_2a,ml_2a,m_2a,mu_2a,host_2a,dist_2a,edist_2a,caltype_2a,sn_3a,zhel_3a,zcmb_3a,st_3a,est_3a,Mmax_3a,eMmax_3a,t0_3a,EBVmw_3a,eEBVmw_3a,covMs_3a,sample_3a,subtype_3a,quality_3a,cosmo_3a,phys_3a,BV_3a,eBV_3a,covBV_M_3a,ml_3a,m_3a,mu_3a,host_3a,dist_3a,edist_3a,caltype_3a,sn_4a,zhel_4a,zcmb_4a,st_4a,est_4a,Mmax_4a,eMmax_4a,t0_4a,EBVmw_4a,eEBVmw_4a,covMs_4a,sample_4a,subtype_4a,quality_4a,cosmo_4a,phys_4a,BV_4a,eBV_4a,covBV_M_4a,ml_4a,m_4a,mu_4a,host_4a,dist_4a,edist_4a,caltype_4a,sn_5a,zhel_5a,zcmb_5a,st_5a,est_5a,Mmax_5a,eMmax_5a,t0_5a,EBVmw_5a,eEBVmw_5a,covMs_5a,sample_5a,subtype_5a,quality_5a,cosmo_5a,phys_5a,BV_5a,eBV_5a,covBV_M_5a,ml_5a,m_5a,mu_5a,host_5a,dist_5a,edist_5a,caltype_5a
SN2009D,0.02499,0.024654,1.159,0.007,16.203,0.007,-4.8,0.0441,0.0044,-3.237E-6,CSPI,Ia,0.984,0,0,-0.021,0.006,0.0,10.35,10.43,10.5,N/A,-1.0,-1.0,none,SN2009D,0.02499,0.024654,1.159,0.007,15.752,0.004,-6.5,0.0441,0.0044,-8.095E-7,CSPI,Ia,0.984,0,0,-0.021,0.006,1.6E-5,10.35,10.43,10.5,N/A,-1.0,-1.0,none,SN2009D,0.02499,0.024654,1.159,0.007,15.687,0.004,-6.7,0.0441,0.0044,3.601E-7,CSPI,Ia,0.984,0,0,-0.021,0.006,0.0,10.35,10.43,10.5,N/A,-1.0,-1.0,none,SN2009D,0.02499,0.024654,1.159,0.007,15.773,0.004,-7.7,0.0441,0.0044,1.388E-5,CSPI,Ia,0.984,0,0,-0.021,0.006,-1.6E-5,10.35,10.43,10.5,N/A,-1.0,-1.0,none,SN2009D,0.02499,0.024654,1.159,0.007,15.856,0.005,-8.7,0.0441,0.0044,3.017E-6,CSPI,Ia,0.984,0,0,-0.021,0.006,0.0,10.35,10.43,10.5,N/A,-1.0,-1.0,none,SN2009D,0.02499,0.024654,1.159,0.007,16.462,0.009,-3.5,0.0441,0.0044,1.329E-5,CSPI,Ia,0.984,0,0,-0.021,0.006,0.0,10.35,10.43,10.5,N/A,-1.0,-1.0,none,SN2009D,0.02499,0.024654,1.159,0.007,16.54,0.053,2.2,0.0441,0.0044,2.689E-5,CSPI,Ia,0.984,0,0,-0.021,0.006,0.0,10.35,10.43,10.5,N/A,-1.0,-1.0,none,SN2009D,0.02499,0.024654,1.159,0.007,16.375,0.011,11.4,0.0441,0.0044,1.428E-5,CSPI,Ia,0.984,0,0,-0.021,0.006,0.0,10.35,10.43,10.5,N/A,-1.0,-1.0,none,SN2009D,0.02499,0.024654,1.159,0.007,16.644,0.013,1.8,0.0441,0.0044,-1.368E-6,CSPI,Ia,0.984,0,0,-0.021,0.006,0.0,10.35,10.43,10.5,N/A,-1.0,-1.0,none
SN2009F,0.0129467,0.01291,0.386,0.007,17.866,0.035,-3.2,0.0895,0.0089,2.705E-5,CSPI,Ia-91bg,0.97,0,0,0.551,0.025,0.0,10.61,10.79,11.22,N/A,-1.0,-1.0,none,SN2009F,0.0129467,0.01291,0.386,0.007,16.91,0.019,-4.8,0.0895,0.0089,2.457E-5,CSPI,Ia-91bg,0.97,0,0,0.551,0.025,3.61E-4,10.61,10.79,11.22,N/A,-1.0,-1.0,none,SN2009F,0.0129467,0.01291,0.386,0.007,16.615,0.018,-5.1,0.0895,0.0089,2.297E-5,CSPI,Ia-91bg,0.97,0,0,0.551,0.025,0.0,10.61,10.79,11.22,N/A,-1.0,-1.0,none,SN2009F,0.0129467,0.01291,0.386,0.007,16.359,0.017,-6.3,0.0895,0.0089,1.749E-5,CSPI,Ia-91bg,0.97,0,0,0.551,0.025,-2.89E-4,10.61,10.79,11.22,N/A,-1.0,-1.0,none,SN2009F,0.0129467,0.01291,0.386,0.007,16.106,0.028,-8.9,0.0895,0.0089,9.547E-5,CSPI,Ia-91bg,0.97,0,0,0.551,0.025,0.0,10.61,10.79,11.22,N/A,-1.0,-1.0,none,SN2009F,0.0129467,0.01291,0.386,0.007,16.414,0.034,-6.6,0.0895,0.0089,6.363E-5,CSPI,Ia-91bg,0.97,0,0,0.551,0.025,0.0,10.61,10.79,11.22,N/A,-1.0,-1.0,none,SN2009F,0.0129467,0.01291,0.386,0.007,16.101,0.074,0.6,0.0895,0.0089,5.888E-5,CSPI,Ia-91bg,0.97,0,0,0.551,0.025,0.0,10.61,10.79,11.22,N/A,-1.0,-1.0,none,SN2009F,0.0129467,0.01291,0.386,0.007,16.001,0.023,2.7,0.0895,0.0089,3.344E-5,CSPI,Ia-91bg,0.97,0,0,0.551,0.025,0.0,10.61,10.79,11.22,N/A,-1.0,-1.0,none,SN2009F,0.0129467,0.01291,0.386,0.007,16.084,0.034,-4.9,0.0895,0.0089,4.985E-5,CSPI,Ia-91bg,0.97,0,0,0.551,0.025,0.0,10.61,10.79,11.22,N/A,-1.0,-1.0,none
SN2009I,0.02615,0.0254309,1.089,0.03,19.218,0.034,-2.1,0.0272,0.0027,-1.228E-4,CSPI,Ia,0.969,0,0,0.651,0.017,0.0,10.53,10.74,10.88,N/A,-1.0,-1.0,none,SN2009I,0.02615,0.0254309,1.089,0.03,18.181,0.013,-3.6,0.0272,0.0027,-1.198E-5,CSPI,Ia,0.969,0,0,0.651,0.017,1.69E-4,10.53,10.74,10.88,N/A,-1.0,-1.0,none,SN2009I,0.02615,0.0254309,1.089,0.03,17.899,0.011,-3.9,0.0272,0.0027,1.27E-5,CSPI,Ia,0.969,0,0,0.651,0.017,0.0,10.53,10.74,10.88,N/A,-1.0,-1.0,none,SN2009I,0.02615,0.0254309,1.089,0.03,17.53,0.011,-5.0,0.0272,0.0027,7.242E-5,CSPI,Ia,0.969,0,0,0.651,0.017,-1.21E-4,10.53,10.74,10.88,N/A,-1.0,-1.0,none,SN2009I,0.02615,0.0254309,1.089,0.03,17.254,0.014,-5.5,0.0272,0.0027,1.214E-4,CSPI,Ia,0.969,0,0,0.651,0.017,0.0,10.53,10.74,10.88,N/A,-1.0,-1.0,none,SN2009I,0.02615,0.0254309,1.089,0.03,17.468,0.024,-0.4,0.0272,0.0027,7.918E-5,CSPI,Ia,0.969,0,0,0.651,0.017,0.0,10.53,10.74,10.88,N/A,-1.0,-1.0,none,SN2009I,0.02615,0.0254309,1.089,0.03,17.049,0.023,-1.0,0.0272,0.0027,1.219E-4,CSPI,Ia,0.969,0,0,0.651,0.017,0.0,10.53,10.74,10.88,N/A,-1.0,-1.0,none,SN2009I,0.02615,0.0254309,1.089,0.03,16.735,0.015,-0.8,0.0272,0.0027,3.042E-5,CSPI,Ia,0.969,0,0,0.651,0.017,0.0,10.53,10.74,10.88,N/A,-1.0,-1.0,none,SN2009I,0.02615,0.0254309,1.089,0.03,16.963,0.029,-1.3,0.0272,0.0027,1.28E-4,CSPI,Ia,0.969,0,0,0.651,0.017,0.0,10.53,10.74,10.88,N/A,-1.0,-1.0,none
SN2009Y,0.0093467,0.0101034,0.993,0.005,14.539,0.01,-5.5,0.0873,0.0087,6.197E-6,CSPI,Ia,0.97,0,0,0.148,0.01,0.0,10.66,10.76,10.95,N/A,-1.0,-1.0,none,SN2009Y,0.0093467,0.0101034,0.993,0.005,13.966,0.007,-6.9,0.0873,0.0087,9.033E-6,CSPI,Ia,0.97,0,0,0.148,0.01,4.9E-5,10.66,10.76,10.95,N/A,-1.0,-1.0,none,SN2009Y,0.0093467,0.0101034,0.993,0.005,13.895,0.009,-5.2,0.0873,0.0087,1.021E-5,CSPI,Ia,0.97,0,0,0.148,0.01,0.0,10.66,10.76,10.95,N/A,-1.0,-1.0,none,SN2009Y,0.0093467,0.0101034,0.993,0.005,13.818,0.007,-8.1,0.0873,0.0087,1.333E-5,CSPI,Ia,0.97,0,0,0.148,0.01,-4.9E-5,10.66,10.76,10.95,N/A,-1.0,-1.0,none,SN2009Y,0.0093467,0.0101034,0.993,0.005,13.87,0.009,-6.4,0.0873,0.0087,5.631E-6,CSPI,Ia,0.97,0,0,0.148,0.01,0.0,10.66,10.76,10.95,N/A,-1.0,-1.0,none,SN2009Y,0.0093467,0.0101034,0.993,0.005,14.547,0.013,-3.6,0.0873,0.0087,1.958E-6,CSPI,Ia,0.97,0,0,0.148,0.01,0.0,10.66,10.76,10.95,N/A,-1.0,-1.0,none,SN2009Y,0.0093467,0.0101034,0.993,0.005,14.516,0.015,0.6,0.0873,0.0087,7.287E-7,CSPI,Ia,0.97,0,0,0.148,0.01,0.0,10.66,10.76,10.95,N/A,-1.0,-1.0,none,SN2009Y,0.0093467,0.0101034,0.993,0.005,14.475,0.013,0.2,0.0873,0.0087,5.56E-6,CSPI,Ia,0.97,0,0,0.148,0.01,0.0,10.66,10.76,10.95,N/A,-1.0,-1.0,none,SN2009Y,0.0093467,0.0101034,0.993,0.005,14.673,0.015,0.4,0.0873,0.0087,7.046E-6,CSPI,Ia,0.97,0,0,0.148,0.01,0.0,10.66,10.76,10.95,N/A,-1.0,-1.0,none
SN2009aa,0.02729,0.0284814,0.944,0.004,16.616,0.011,-7.4,0.0295,0.0029,5.519E-6,CSPI,Ia,0.983,0,0,0.013,0.012,0.0,10.1,10.6,10.8,N/A,-1.0,-1.0,none,SN2009aa,0.02729,0.0284814,0.944,0.004,16.333,0.009,-8.9,0.0295,0.0029,8.65E-6,CSPI,Ia,0.983,0,0,0.013,0.012,8.1E-5,10.1,10.6,10.8,N/A,-1.0,-1.0,none,SN2009aa,0.02729,0.0284814,0.944,0.004,16.281,0.008,-9.1,0.0295,0.0029,8.461E-6,CSPI,Ia,0.983,0,0,0.013,0.012,0.0,10.1,10.6,10.8,N/A,-1.0,-1.0,none,SN2009aa,0.02729,0.0284814,0.944,0.004,16.32,0.008,-10.1,0.0295,0.0029,1.139E-5,CSPI,Ia,0.983,0,0,0.013,0.012,-6.4E-5,10.1,10.6,10.8,N/A,-1.0,-1.0,none,SN2009aa,0.02729,0.0284814,0.944,0.004,16.396,0.01,-10.2,0.0295,0.0029,6.558E-6,CSPI,Ia,0.983,0,0,0.013,0.012,0.0,10.1,10.6,10.8,N/A,-1.0,-1.0,none,SN2009aa,0.02729,0.0284814,0.944,0.004,16.921,0.015,-5.6,0.0295,0.0029,6.758E-6,CSPI,Ia,0.983,0,0,0.013,0.012,0.0,10.1,10.6,10.8,N/A,-1.0,-1.0,none,SN2009aa,0.02729,0.0284814,0.944,0.004,16.885,0.014,-1.1,0.0295,0.0029,3.389E-6,CSPI,Ia,0.983,0,0,0.013,0.012,0.0,10.1,10.6,10.8,N/A,-1.0,-1.0,none,SN2009aa,0.02729,0.0284814,0.944,0.004,16.772,0.013,-1.9,0.0295,0.0029,9.358E-6,CSPI,Ia,0.983,0,0,0.013,0.012,0.0,10.1,10.6,10.8,N/A,-1.0,-1.0,none,SN2009aa,0.02729,0.0284814,0.944,0.004,16.961,0.016,-5.4,0.0295,0.0029,8.617E-6,CSPI,Ia,0.983,0,0,0.013,0.012,0.0,10.1,10.6,10.8,N/A,-1.0,-1.0,none
SN2009ab,0.0111633,0.0108624,0.903,0.006,15.015,0.012,-7.6,0.1838,0.0184,9.125E-6,CSPI,Ia,0.959,0,0,0.035,0.011,0.0,10.2,10.35,10.78,N/A,-1.0,-1.0,none,SN2009ab,0.0111633,0.0108624,0.903,0.006,14.713,0.008,-9.1,0.1838,0.0184,1.606E-5,CSPI,Ia,0.959,0,0,0.035,0.011,6.4E-5,10.2,10.35,10.78,N/A,-1.0,-1.0,none,SN2009ab,0.0111633,0.0108624,0.903,0.006,14.654,0.008,-9.4,0.1838,0.0184,1.626E-5,CSPI,Ia,0.959,0,0,0.035,0.011,0.0,10.2,10.35,10.78,N/A,-1.0,-1.0,none,SN2009ab,0.0111633,0.0108624,0.903,0.006,14.678,0.007,-10.5,0.1838,0.0184,7.073E-6,CSPI,Ia,0.959,0,0,0.035,0.011,-4.9E-5,10.2,10.35,10.78,N/A,-1.0,-1.0,none,SN2009ab,0.0111633,0.0108624,0.903,0.006,14.728,0.01,-10.4,0.1838,0.0184,9.141E-6,CSPI,Ia,0.959,0,0,0.035,0.011,0.0,10.2,10.35,10.78,N/A,-1.0,-1.0,none,SN2009ab,0.0111633,0.0108624,0.903,0.006,15.211,0.015,-6.1,0.1838,0.0184,6.776E-6,CSPI,Ia,0.959,0,0,0.035,0.011,0.0,10.2,10.35,10.78,N/A,-1.0,-1.0,none,SN2009ab,0.0111633,0.0108624,0.903,0.006,15.091,0.021,-3.5,0.1838,0.0184,-9.753E-6,CSPI,Ia,0.959,0,0,0.035,0.011,0.0,10.2,10.35,10.78,N/A,-1.0,-1.0,none,SN2009ab,0.0111633,0.0108624,0.903,0.006,14.958,0.015,-4.4,0.1838,0.0184,3.528E-5,CSPI,Ia,0.959,0,0,0.035,0.011,0.0,10.2,10.35,10.78,N/A,-1.0,-1.0,none,SN2009ab,0.0111633,0.0108624,0.903,0.006,15.249,0.015,-3.6,0.1838,0.0184,1.483E-5,CSPI,Ia,0.959,0,0,0.035,0.011,0.0,10.2,10.35,10.78,N/A,-1.0,-1.0,none
SN2009ad,0.02838,0.0283174,1.107,0.014,16.358,0.011,-6.1,0.0953,0.0095,2.436E-5,CSPI,Ia,0.984,0,0,0.032,0.011,0.0,10.5,10.58,10.64,N/A,-1.0,-1.0,none,SN2009ad,0.02838,0.0283174,1.107,0.014,16.203,0.008,-7.7,0.0953,0.0095,9.946E-6,CSPI,Ia,0.984,0,0,0.032,0.011,6.4E-5,10.5,10.58,10.64,N/A,-1.0,-1.0,none,SN2009ad,0.02838,0.0283174,1.107,0.014,16.159,0.008,-8.0,0.0953,0.0095,1.418E-5,CSPI,Ia,0.984,0,0,0.032,0.011,0.0,10.5,10.58,10.64,N/A,-1.0,-1.0,none,SN2009ad,0.02838,0.0283174,1.107,0.014,16.171,0.008,-9.1,0.0953,0.0095,4.022E-5,CSPI,Ia,0.984,0,0,0.032,0.011,-6.4E-5,10.5,10.58,10.64,N/A,-1.0,-1.0,none,SN2009ad,0.02838,0.0283174,1.107,0.014,16.285,0.009,-9.7,0.0953,0.0095,8.552E-6,CSPI,Ia,0.984,0,0,0.032,0.011,0.0,10.5,10.58,10.64,N/A,-1.0,-1.0,none,SN2009ad,0.02838,0.0283174,1.107,0.014,16.816,0.015,-4.6,0.0953,0.0095,1.509E-5,CSPI,Ia,0.984,0,0,0.032,0.011,0.0,10.5,10.58,10.64,N/A,-1.0,-1.0,none,SN2009ad,0.02838,0.0283174,1.107,0.014,16.847,0.018,0.9,0.0953,0.0095,1.082E-4,CSPI,Ia,0.984,0,0,0.032,0.011,0.0,10.5,10.58,10.64,N/A,-1.0,-1.0,none,SN2009ad,0.02838,0.0283174,1.107,0.014,16.688,0.013,1.1,0.0953,0.0095,3.005E-5,CSPI,Ia,0.984,0,0,0.032,0.011,0.0,10.5,10.58,10.64,N/A,-1.0,-1.0,none,SN2009ad,0.02838,0.0283174,1.107,0.014,17.098,0.026,0.6,0.0953,0.0095,4.543E-5,CSPI,Ia,0.984,0,0,0.032,0.011,0.0,10.5,10.58,10.64,N/A,-1.0,-1.0,none
SN2009ag,0.0086333,0.0092477,0.966,0.005,15.38,0.017,-0.1,0.218,0.0218,-2.401E-6,CSPI,Ia,0.97,0,0,0.149,0.014,0.0,9.99,10.2,10.6,N/A,-1.0,-1.0,none,SN2009ag,0.0086333,0.0092477,0.966,0.005,14.609,0.011,-1.5,0.218,0.0218,4.109E-6,CSPI,Ia,0.97,0,0,0.149,0.014,1.21E-4,9.99,10.2,10.6,N/A,-1.0,-1.0,none,SN2009ag,0.0086333,0.0092477,0.966,0.005,14.499,0.011,-1.8,0.218,0.0218,3.679E-6,CSPI,Ia,0.97,0,0,0.149,0.014,0.0,9.99,10.2,10.6,N/A,-1.0,-1.0,none,SN2009ag,0.0086333,0.0092477,0.966,0.005,14.46,0.009,-2.7,0.218,0.0218,3.655E-6,CSPI,Ia,0.97,0,0,0.149,0.014,-8.1E-5,9.99,10.2,10.6,N/A,-1.0,-1.0,none,SN2009ag,0.0086333,0.0092477,0.966,0.005,14.428,0.012,-3.0,0.218,0.0218,-1.327E-6,CSPI,Ia,0.97,0,0,0.149,0.014,0.0,9.99,10.2,10.6,N/A,-1.0,-1.0,none,SN2009ag,0.0086333,0.0092477,0.966,0.005,14.878,0.019,1.8,0.218,0.0218,-4.383E-6,CSPI,Ia,0.97,0,0,0.149,0.014,0.0,9.99,10.2,10.6,N/A,-1.0,-1.0,none,SN2009ag,0.0086333,0.0092477,0.966,0.005,14.682,0.015,51.0,0.218,0.0218,-1.413E-6,CSPI,Ia,0.97,0,0,0.149,0.014,0.0,9.99,10.2,10.6,N/A,-1.0,-1.0,none,SN2009ag,0.0086333,0.0092477,0.966,0.005,14.598,0.012,0.5,0.218,0.0218,-1.602E-5,CSPI,Ia,0.97,0,0,0.149,0.014,0.0,9.99,10.2,10.6,N/A,-1.0,-1.0,none,SN2009ag,0.0086333,0.0092477,0.966,0.005,14.774,0.012,0.9,0.218,0.0218,6.374E-6,CSPI,Ia,0.97,0,0,0.149,0.014,0.0,9.99,10.2,10.6,N/A,-1.0,-1.0,none
SN2009al,0.02209,0.0232764,0.92,0.013,16.684,0.046,-1.8,0.0212,0.0021,3.096E-7,CSPI,Ia,0.98,0,0,0.186,0.028,0.0,10.66,10.72,10.77,N/A,-1.0,-1.0,none,SN2009al,0.02209,0.0232764,0.92,0.013,16.246,0.022,-3.4,0.0212,0.0021,5.282E-5,CSPI,Ia,0.98,0,0,0.186,0.028,4.84E-4,10.66,10.72,10.77,N/A,-1.0,-1.0,none,SN2009al,0.02209,0.0232764,0.92,0.013,16.128,0.025,-3.6,0.0212,0.0021,7.751E-5,CSPI,Ia,0.98,0,0,0.186,0.028,0.0,10.66,10.72,10.77,N/A,-1.0,-1.0,none,SN2009al,0.02209,0.0232764,0.92,0.013,16.06,0.017,-4.7,0.0212,0.0021,1.819E-5,CSPI,Ia,0.98,0,0,0.186,0.028,-2.89E-4,10.66,10.72,10.77,N/A,-1.0,-1.0,none,SN2009al,0.02209,0.0232764,0.92,0.013,16.119,0.027,-4.7,0.0212,0.0021,4.934E-5,CSPI,Ia,0.98,0,0,0.186,0.028,0.0,10.66,10.72,10.77,N/A,-1.0,-1.0,none,SN2009al,0.02209,0.0232764,0.92,0.013,16.455,0.038,-0.2,0.0212,0.0021,1.63E-5,CSPI,Ia,0.98,0,0,0.186,0.028,0.0,10.66,10.72,10.77,N/A,-1.0,-1.0,none,SN2009al,0.02209,0.0232764,0.92,0.013,16.478,0.035,-1.7,0.0212,0.0021,-1.808E-5,CSPI,Ia,0.98,0,0,0.186,0.028,0.0,10.66,10.72,10.77,N/A,-1.0,-1.0,none,SN2009al,0.02209,0.0232764,0.92,0.013,16.351,0.022,-2.6,0.0212,0.0021,4.657E-5,CSPI,Ia,0.98,0,0,0.186,0.028,0.0,10.66,10.72,10.77,N/A,-1.0,-1.0,none,SN2009al,0.02209,0.0232764,0.92,0.013,16.61,0.033,-1.9,0.0212,0.0021,3.368E-5,CSPI,Ia,0.98,0,0,0.186,0.028,0.0,10.66,10.72,10.77,N/A,-1.0,-1.0,none
SN2009cz,0.0211233,0.0219786,1.173,0.011,16.119,0.013,-4.2,0.0221,0.0022,-9.181E-6,CSPI,Ia,0.982,0,0,0.017,0.011,0.0,10.68,10.75,10.84,N/A,-1.0,-1.0,none,SN2009cz,0.0211233,0.0219786,1.173,0.011,15.7,0.008,-5.9,0.0221,0.0022,-1.703E-6,CSPI,Ia,0.982,0,0,0.017,0.011,6.4E-5,10.68,10.75,10.84,N/A,-1.0,-1.0,none,SN2009cz,0.0211233,0.0219786,1.173,0.011,15.641,0.007,-6.1,0.0221,0.0022,6.057E-6,CSPI,Ia,0.982,0,0,0.017,0.011,0.0,10.68,10.75,10.84,N/A,-1.0,-1.0,none,SN2009cz,0.0211233,0.0219786,1.173,0.011,15.683,0.007,-7.0,0.0221,0.0022,2.836E-5,CSPI,Ia,0.982,0,0,0.017,0.011,-4.9E-5,10.68,10.75,10.84,N/A,-1.0,-1.0,none,SN2009cz,0.0211233,0.0219786,1.173,0.011,15.741,0.009,-8.3,0.0221,0.0022,2.551E-5,CSPI,Ia,0.982,0,0,0.017,0.011,0.0,10.68,10.75,10.84,N/A,-1.0,-1.0,none,SN2009cz,0.0211233,0.0219786,1.173,0.011,16.324,0.016,-3.0,0.0221,0.0022,3.758E-5,CSPI,Ia,0.982,0,0,0.017,0.011,0.0,10.68,10.75,10.84,N/A,-1.0,-1.0,none,SN2009cz,0.0211233,0.0219786,1.173,0.011,16.368,0.024,1.0,0.0221,0.0022,1.073E-4,CSPI,Ia,0.982,0,0,0.017,0.011,0.0,10.68,10.75,10.84,N/A,-1.0,-1.0,none,SN2009cz,0.0211233,0.0219786,1.173,0.011,16.191,0.037,17.0,0.0221,0.0022,3.314E-5,CSPI,Ia,0.982,0,0,0.017,0.011,0.0,10.68,10.75,10.84,N/A,-1.0,-1.0,none,SN2009cz,0.0211233,0.0219786,1.173,0.011,16.485,0.023,0.7,0.0221,0.0022,1.343E-6,CSPI,Ia,0.982,0,0,0.017,0.011,0.0,10.68,10.75,10.84,N/A,-1.0,-1.0,none
SN2009ds,0.0192467,0.0204662,1.121,0.015,15.923,0.013,-7.1,0.0332,0.0033,2.229E-5,CSPI,Ia,0.982,0,0,0.107,0.013,0.0,10.62,10.77,10.97,N/A,-1.0,-1.0,none,SN2009ds,0.0192467,0.0204662,1.121,0.015,15.482,0.009,-8.7,0.0332,0.0033,4.033E-6,CSPI,Ia,0.982,0,0,0.107,0.013,8.1E-5,10.62,10.77,10.97,N/A,-1.0,-1.0,none,SN2009ds,0.0192467,0.0204662,1.121,0.015,15.414,0.009,-9.0,0.0332,0.0033,3.663E-6,CSPI,Ia,0.982,0,0,0.107,0.013,0.0,10.62,10.77,10.97,N/A,-1.0,-1.0,none,SN2009ds,0.0192467,0.0204662,1.121,0.015,15.375,0.009,-10.0,0.0332,0.0033,5.296E-5,CSPI,Ia,0.982,0,0,0.107,0.013,-8.1E-5,10.62,10.77,10.97,N/A,-1.0,-1.0,none,SN2009ds,0.0192467,0.0204662,1.121,0.015,15.43,0.012,-10.7,0.0332,0.0033,1.492E-5,CSPI,Ia,0.982,0,0,0.107,0.013,0.0,10.62,10.77,10.97,N/A,-1.0,-1.0,none,SN2009ds,0.0192467,0.0204662,1.121,0.015,16.022,0.019,-5.6,0.0332,0.0033,2.506E-5,CSPI,Ia,0.982,0,0,0.107,0.013,0.0,10.62,10.77,10.97,N/A,-1.0,-1.0,none,SN2009ds,0.0192467,0.0204662,1.121,0.015,16.333,0.072,-1.8,0.0332,0.0033,1.677E-4,CSPI,Ia,0.982,0,0,0.107,0.013,0.0,10.62,10.77,10.97,N/A,-1.0,-1.0,none,SN2009ds,0.0192467,0.0204662,1.121,0.015,15.925,0.02,-1.6,0.0332,0.0033,9.43E-5,CSPI,Ia,0.982,0,0,0.107,0.013,0.0,10.62,10.77,10.97,N/A,-1.0,-1.0,none,SN2009ds,0.0192467,0.0204662,1.121,0.015,16.293,0.027,-2.2,0.0332,0.0033,7.005E-5,CSPI,Ia,0.982,0,0,0.107,0.013,0.0,10.62,10.77,10.97,N/A,-1.0,-1.0,none
SN2011iy,0.0042633,0.0053357,1.033,0.005,12.844,0.017,17.0,0.0529,0.0053,-2.592E-5,CSPII,Ia,0.9,0,1,0.244,0.012,0.0,10.21,10.39,10.83,N/A,-1.0,-1.0,none,SN2011iy,0.0042633,0.0053357,1.033,0.005,12.158,0.01,15.4,0.0529,0.0053,-4.239E-6,CSPII,Ia,0.9,0,1,0.244,0.012,1.0E-4,10.21,10.39,10.83,N/A,-1.0,-1.0,none,SN2011iy,0.0042633,0.0053357,1.033,0.005,11.992,0.008,15.2,0.0529,0.0053,1.158E-7,CSPII,Ia,0.9,0,1,0.244,0.012,0.0,10.21,10.39,10.83,N/A,-1.0,-1.0,none,SN2011iy,0.0042633,0.0053357,1.033,0.005,11.914,0.006,14.2,0.0529,0.0053,-1.284E-5,CSPII,Ia,0.9,0,1,0.244,0.012,-3.6E-5,10.21,10.39,10.83,N/A,-1.0,-1.0,none,SN2011iy,0.0042633,0.0053357,1.033,0.005,11.933,0.006,13.8,0.0529,0.0053,4.362E-6,CSPII,Ia,0.9,0,1,0.244,0.012,0.0,10.21,10.39,10.83,N/A,-1.0,-1.0,none,SN2011iy,0.0042633,0.0053357,1.033,0.005,12.581,0.016,18.8,0.0529,0.0053,-3.563E-6,CSPII,Ia,0.9,0,1,0.244,0.012,0.0,10.21,10.39,10.83,N/A,-1.0,-1.0,none,SN2011iy,0.0042633,0.0053357,1.033,0.005,12.57,0.024,20.1,0.0529,0.0053,1.616E-5,CSPII,Ia,0.9,0,1,0.244,0.012,0.0,10.21,10.39,10.83,N/A,-1.0,-1.0,none,SN2011iy,0.0042633,0.0053357,1.033,0.005,12.555,0.038,20.0,0.0529,0.0053,3.221E-6,CSPII,Ia,0.9,0,1,0.244,0.012,0.0,10.21,10.39,10.83,N/A,-1.0,-1.0,none,SN2011iy,0.0042633,0.0053357,1.033,0.005,12.697,0.021,19.8,0.0529,0.0053,5.433E-6,CSPII,Ia,0.9,0,1,0.244,0.012,0.0,10.21,10.39,10.83,N/A,-1.0,-1.0,none
