sn_1,zhel_1,zcmb_1,st_1,est_1,Mmax_1,eMmax_1,t0_1,EBVmw_1,eEBVmw_1,covMs_1,sample_1,subtype_1,quality_1,cosmo_1,phys_1,BV_1,eBV_1,covBV_M_1,ml_1,m_1,mu_1,host_1,dist_1,edist_1,caltype_1,sn_2,zhel_2,zcmb_2,st_2,est_2,Mmax_2,eMmax_2,t0_2,EBVmw_2,eEBVmw_2,covMs_2,sample_2,subtype_2,quality_2,cosmo_2,phys_2,BV_2,eBV_2,covBV_M_2,ml_2,m_2,mu_2,host_2,dist_2,edist_2,caltype_2,sn_3,zhel_3,zcmb_3,st_3,est_3,Mmax_3,eMmax_3,t0_3,EBVmw_3,eEBVmw_3,covMs_3,sample_3,subtype_3,quality_3,cosmo_3,phys_3,BV_3,eBV_3,covBV_M_3,ml_3,m_3,mu_3,host_3,dist_3,edist_3,caltype_3,sn_4,zhel_4,zcmb_4,st_4,est_4,Mmax_4,eMmax_4,t0_4,EBVmw_4,eEBVmw_4,covMs_4,sample_4,subtype_4,quality_4,cosmo_4,phys_4,BV_4,eBV_4,covBV_M_4,ml_4,m_4,mu_4,host_4,dist_4,edist_4,caltype_4,sn_5,zhel_5,zcmb_5,st_5,est_5,Mmax_5,eMmax_5,t0_5,EBVmw_5,eEBVmw_5,covMs_5,sample_5,subtype_5,quality_5,cosmo_5,phys_5,BV_5,eBV_5,covBV_M_5,ml_5,m_5,mu_5,host_5,dist_5,edist_5,caltype_5,sn_2a,zhel_2a,zcmb_2a,st_2a,est_2a,Mmax_2a,eMmax_2a,t0_2a,EBVmw_2a,eEBVmw_2a,covMs_2a,sample_2a,subtype_2a,quality_2a,cosmo_2a,phys_2a,BV_2a,eBV_2a,covBV_M_2a,ml_2a,m_2a,mu_2a,host_2a,dist_2a,edist_2a,caltype_2a,sn_3a,zhel_3a,zcmb_3a,st_3a,est_3a,Mmax_3a,eMmax_3a,t0_3a,EBVmw_3a,eEBVmw_3a,covMs_3a,sample_3a,subtype_3a,quality_3a,cosmo_3a,phys_3a,BV_3a,eBV_3a,covBV_M_3a,ml_3a,m_3a,mu_3a,host_3a,dist_3a,edist_3a,caltype_3a,sn_4a,zhel_4a,zcmb_4a,st_4a,est_4a,Mmax_4a,eMmax_4a,t0_4a,EBVmw_4a,eEBVmw_4a,covMs_4a,sample_4a,subtype_4a,quality_4a,cosmo_4a,phys_4a,BV_4a,eBV_4a,covBV_M_4a,ml_4a,m_4a,mu_4a,host_4a,dist_4a,edist_4a,caltype_4a,sn_5a,zhel_5a,zcmb_5a,st_5a,est_5a,Mmax_5a,eMmax_5a,t0_5a,EBVmw_5a,eEBVmw_5a,covMs_5a,sample_5a,subtype_5a,quality_5a,cosmo_5a,phys_5a,BV_5a,eBV_5a,covBV_M_5a,ml_5a,m_5a,mu_5a,host_5a,dist_5a,edist_5a,caltype_5a
SN2005M,0.0219967,0.02558,1.205,0.004,16.197,0.005,-7.5,0.0273,0.0027,1.75E-6,CSPI,Ia-91T,0.984,0,0,0.018,0.004,0.0,8.38,8.8,8.92,N/A,-1.0,-1.0,none,SN2005M,0.0219967,0.02558,1.205,0.004,15.919,0.003,-8.3,0.0273,0.0027,1.711E-6,CSPI,Ia-91T,0.984,0,0,0.018,0.004,9.0E-6,8.38,8.8,8.92,N/A,-1.0,-1.0,none,SN2005M,0.0219967,0.02558,1.205,0.004,15.859,0.003,-9.4,0.0273,0.0027,2.876E-6,CSPI,Ia-91T,0.984,0,0,0.018,0.004,0.0,8.38,8.8,8.92,N/A,-1.0,-1.0,none,SN2005M,0.0219967,0.02558,1.205,0.004,15.901,0.003,-10.4,0.0273,0.0027,-1.489E-6,CSPI,Ia-91T,0.984,0,0,0.018,0.004,-9.0E-6,8.38,8.8,8.92,N/A,-1.0,-1.0,none,SN2005M,0.0219967,0.02558,1.205,0.004,15.984,0.004,-10.9,0.0273,0.0027,3.812E-6,CSPI,Ia-91T,0.984,0,0,0.018,0.004,0.0,8.38,8.8,8.92,N/A,-1.0,-1.0,none,SN2005M,0.0219967,0.02558,1.205,0.004,16.535,0.006,-5.5,0.0273,0.0027,6.408E-6,CSPI,Ia-91T,0.984,0,0,0.018,0.004,0.0,8.38,8.8,8.92,N/A,-1.0,-1.0,none,SN2005M,0.0219967,0.02558,1.205,0.004,16.657,0.014,-2.3,0.0273,0.0027,1.527E-5,CSPI,Ia-91T,0.984,0,0,0.018,0.004,0.0,8.38,8.8,8.92,N/A,-1.0,-1.0,none,SN2005M,0.0219967,0.02558,1.205,0.004,16.565,0.012,-3.2,0.0273,0.0027,5.615E-6,CSPI,Ia-91T,0.984,0,0,0.018,0.004,0.0,8.38,8.8,8.92,N/A,-1.0,-1.0,none,SN2005M,0.0219967,0.02558,1.205,0.004,16.68,0.013,-2.6,0.0273,0.0027,1.137E-6,CSPI,Ia-91T,0.984,0,0,0.018,0.004,0.0,8.38,8.8,8.92,N/A,-1.0,-1.0,none
SN2005al,0.0123933,0.0132867,0.868,0.004,15.359,0.009,0.5,0.0483,0.0048,-9.553E-6,CSPI,Ia,0.909,0,0,-0.058,0.008,0.0,10.4,10.49,10.63,N/A,-1.0,-1.0,none,SN2005al,0.0123933,0.0132867,0.868,0.004,14.885,0.006,-1.0,0.0483,0.0048,-1.608E-6,CSPI,Ia,0.909,0,0,-0.058,0.008,3.6E-5,10.4,10.49,10.63,N/A,-1.0,-1.0,none,SN2005al,0.0123933,0.0132867,0.868,0.004,14.858,0.005,-1.2,0.0483,0.0048,-3.153E-7,CSPI,Ia,0.909,0,0,-0.058,0.008,0.0,10.4,10.49,10.63,N/A,-1.0,-1.0,none,SN2005al,0.0123933,0.0132867,0.868,0.004,14.943,0.005,-2.4,0.0483,0.0048,4.084E-6,CSPI,Ia,0.909,0,0,-0.058,0.008,-2.5E-5,10.4,10.49,10.63,N/A,-1.0,-1.0,none,SN2005al,0.0123933,0.0132867,0.868,0.004,15.04,0.006,-2.2,0.0483,0.0048,2.372E-6,CSPI,Ia,0.909,0,0,-0.058,0.008,0.0,10.4,10.49,10.63,N/A,-1.0,-1.0,none,SN2005al,0.0123933,0.0132867,0.868,0.004,15.669,0.01,1.8,0.0483,0.0048,2.32E-6,CSPI,Ia,0.909,0,0,-0.058,0.008,0.0,10.4,10.49,10.63,N/A,-1.0,-1.0,none,SN2005al,0.0123933,0.0132867,0.868,0.004,15.585,0.055,7.6,0.0483,0.0048,2.219E-6,CSPI,Ia,0.909,0,0,-0.058,0.008,0.0,10.4,10.49,10.63,N/A,-1.0,-1.0,none,SN2005al,0.0123933,0.0132867,0.868,0.004,15.449,0.066,6.7,0.0483,0.0048,-3.823E-6,CSPI,Ia,0.909,0,0,-0.058,0.008,0.0,10.4,10.49,10.63,N/A,-1.0,-1.0,none,SN2005al,0.0123933,0.0132867,0.868,0.004,15.71,0.034,7.7,0.0483,0.0048,2.719E-5,CSPI,Ia,0.909,0,0,-0.058,0.008,0.0,10.4,10.49,10.63,N/A,-1.0,-1.0,none
SN2005am,0.0078933,0.0089667,0.765,0.004,14.215,0.008,-2.9,0.0433,0.0043,-6.862E-7,CSPI,Ia,0.934,0,0,0.065,0.008,0.0,10.68,10.83,11.26,N/A,-1.0,-1.0,none,SN2005am,0.0078933,0.0089667,0.765,0.004,13.699,0.006,-0.4,0.0433,0.0043,-6.263E-7,CSPI,Ia,0.934,0,0,0.065,0.008,3.6E-5,10.68,10.83,11.26,N/A,-1.0,-1.0,none,SN2005am,0.0078933,0.0089667,0.765,0.004,13.627,0.006,-0.6,0.0433,0.0043,1.898E-6,CSPI,Ia,0.934,0,0,0.065,0.008,0.0,10.68,10.83,11.26,N/A,-1.0,-1.0,none,SN2005am,0.0078933,0.0089667,0.765,0.004,13.634,0.005,-1.6,0.0433,0.0043,-3.91E-6,CSPI,Ia,0.934,0,0,0.065,0.008,-2.5E-5,10.68,10.83,11.26,N/A,-1.0,-1.0,none,SN2005am,0.0078933,0.0089667,0.765,0.004,13.646,0.007,-1.7,0.0433,0.0043,2.408E-6,CSPI,Ia,0.934,0,0,0.065,0.008,0.0,10.68,10.83,11.26,N/A,-1.0,-1.0,none,SN2005am,0.0078933,0.0089667,0.765,0.004,14.152,0.01,1.9,0.0433,0.0043,-6.756E-7,CSPI,Ia,0.934,0,0,0.065,0.008,0.0,10.68,10.83,11.26,N/A,-1.0,-1.0,none,SN2005am,0.0078933,0.0089667,0.765,0.004,14.015,0.022,21.5,0.0433,0.0043,8.879E-6,CSPI,Ia,0.934,0,0,0.065,0.008,0.0,10.68,10.83,11.26,N/A,-1.0,-1.0,none,SN2005am,0.0078933,0.0089667,0.765,0.004,13.896,0.051,28.3,0.0433,0.0043,4.778E-5,CSPI,Ia,0.934,0,0,0.065,0.008,0.0,10.68,10.83,11.26,N/A,-1.0,-1.0,none,SN2005am,0.0078933,0.0089667,0.765,0.004,14.174,0.011,1.5,0.0433,0.0043,1.859E-5,CSPI,Ia,0.934,0,0,0.065,0.008,0.0,10.68,10.83,11.26,N/A,-1.0,-1.0,none
SN2005el,0.0149,0.0148833,0.864,0.003,15.183,0.012,-5.6,0.0976,0.0098,6.097E-6,CSPI,Ia,0.973,0,0,-0.08,0.012,0.0,10.7,10.84,11.24,N/A,-1.0,-1.0,none,SN2005el,0.0149,0.0148833,0.864,0.003,14.895,0.009,-7.1,0.0976,0.0098,7.911E-6,CSPI,Ia,0.973,0,0,-0.08,0.012,8.1E-5,10.7,10.84,11.24,N/A,-1.0,-1.0,none,SN2005el,0.0149,0.0148833,0.864,0.003,14.847,0.01,-5.4,0.0976,0.0098,6.877E-6,CSPI,Ia,0.973,0,0,-0.08,0.012,0.0,10.7,10.84,11.24,N/A,-1.0,-1.0,none,SN2005el,0.0149,0.0148833,0.864,0.003,14.975,0.008,-8.5,0.0976,0.0098,6.2E-6,CSPI,Ia,0.973,0,0,-0.08,0.012,-6.4E-5,10.7,10.84,11.24,N/A,-1.0,-1.0,none,SN2005el,0.0149,0.0148833,0.864,0.003,15.092,0.01,-6.4,0.0976,0.0098,4.793E-6,CSPI,Ia,0.973,0,0,-0.08,0.012,0.0,10.7,10.84,11.24,N/A,-1.0,-1.0,none,SN2005el,0.0149,0.0148833,0.864,0.003,15.629,0.013,-4.4,0.0976,0.0098,5.168E-6,CSPI,Ia,0.973,0,0,-0.08,0.012,0.0,10.7,10.84,11.24,N/A,-1.0,-1.0,none,SN2005el,0.0149,0.0148833,0.864,0.003,15.569,0.009,11.2,0.0976,0.0098,6.035E-6,CSPI,Ia,0.973,0,0,-0.08,0.012,0.0,10.7,10.84,11.24,N/A,-1.0,-1.0,none,SN2005el,0.0149,0.0148833,0.864,0.003,15.514,0.01,-2.6,0.0976,0.0098,3.138E-6,CSPI,Ia,0.973,0,0,-0.08,0.012,0.0,10.7,10.84,11.24,N/A,-1.0,-1.0,none,SN2005el,0.0149,0.0148833,0.864,0.003,15.685,0.011,-1.6,0.0976,0.0098,8.096E-6,CSPI,Ia,0.973,0,0,-0.08,0.012,0.0,10.7,10.84,11.24,N/A,-1.0,-1.0,none
SN2005eq,0.0289567,0.02835,1.136,0.009,16.598,0.012,-2.3,0.0629,0.0063,-2.485E-5,CSPI,Ia-91T,0.984,0,0,0.055,0.01,0.0,10.44,10.56,10.65,N/A,-1.0,-1.0,none,SN2005eq,0.0289567,0.02835,1.136,0.009,16.294,0.007,-3.9,0.0629,0.0063,-1.342E-5,CSPI,Ia-91T,0.984,0,0,0.055,0.01,4.9E-5,10.44,10.56,10.65,N/A,-1.0,-1.0,none,SN2005eq,0.0289567,0.02835,1.136,0.009,16.225,0.006,-4.2,0.0629,0.0063,-3.089E-6,CSPI,Ia-91T,0.984,0,0,0.055,0.01,0.0,10.44,10.56,10.65,N/A,-1.0,-1.0,none,SN2005eq,0.0289567,0.02835,1.136,0.009,16.239,0.007,-5.2,0.0629,0.0063,3.657E-5,CSPI,Ia-91T,0.984,0,0,0.055,0.01,-4.9E-5,10.44,10.56,10.65,N/A,-1.0,-1.0,none,SN2005eq,0.0289567,0.02835,1.136,0.009,16.334,0.008,-6.0,0.0629,0.0063,2.647E-5,CSPI,Ia-91T,0.984,0,0,0.055,0.01,0.0,10.44,10.56,10.65,N/A,-1.0,-1.0,none,SN2005eq,0.0289567,0.02835,1.136,0.009,16.944,0.013,-0.9,0.0629,0.0063,2.917E-5,CSPI,Ia-91T,0.984,0,0,0.055,0.01,0.0,10.44,10.56,10.65,N/A,-1.0,-1.0,none,SN2005eq,0.0289567,0.02835,1.136,0.009,16.954,0.015,3.9,0.0629,0.0063,6.143E-5,CSPI,Ia-91T,0.984,0,0,0.055,0.01,0.0,10.44,10.56,10.65,N/A,-1.0,-1.0,none,SN2005eq,0.0289567,0.02835,1.136,0.009,16.752,0.016,-2.0,0.0629,0.0063,2.175E-5,CSPI,Ia-91T,0.984,0,0,0.055,0.01,0.0,10.44,10.56,10.65,N/A,-1.0,-1.0,none,SN2005eq,0.0289567,0.02835,1.136,0.009,17.06,0.023,3.5,0.0629,0.0063,2.008E-5,CSPI,Ia-91T,0.984,0,0,0.055,0.01,0.0,10.44,10.56,10.65,N/A,-1.0,-1.0,none
SN2005hc,0.0459067,0.0444967,1.141,0.007,17.746,0.008,-3.1,0.028,0.0028,-6.546E-6,CSPI,Ia,0.98,0,0,0.013,0.007,0.0,10.52,10.6,10.65,N/A,-1.0,-1.0,none,SN2005hc,0.0459067,0.0444967,1.141,0.007,17.31,0.005,-4.7,0.028,0.0028,-2.854E-6,CSPI,Ia,0.98,0,0,0.013,0.007,2.5E-5,10.52,10.6,10.65,N/A,-1.0,-1.0,none,SN2005hc,0.0459067,0.0444967,1.141,0.007,17.26,0.004,-5.0,0.028,0.0028,-6.238E-7,CSPI,Ia,0.98,0,0,0.013,0.007,0.0,10.52,10.6,10.65,N/A,-1.0,-1.0,none,SN2005hc,0.0459067,0.0444967,1.141,0.007,17.297,0.005,-6.0,0.028,0.0028,1.951E-5,CSPI,Ia,0.98,0,0,0.013,0.007,-2.5E-5,10.52,10.6,10.65,N/A,-1.0,-1.0,none,SN2005hc,0.0459067,0.0444967,1.141,0.007,17.402,0.005,-6.9,0.028,0.0028,7.519E-6,CSPI,Ia,0.98,0,0,0.013,0.007,0.0,10.52,10.6,10.65,N/A,-1.0,-1.0,none,SN2005hc,0.0459067,0.0444967,1.141,0.007,18.061,0.009,-1.7,0.028,0.0028,1.286E-5,CSPI,Ia,0.98,0,0,0.013,0.007,0.0,10.52,10.6,10.65,N/A,-1.0,-1.0,none,SN2005hc,0.0459067,0.0444967,1.141,0.007,18.01,0.012,-1.0,0.028,0.0028,3.819E-5,CSPI,Ia,0.98,0,0,0.013,0.007,0.0,10.52,10.6,10.65,N/A,-1.0,-1.0,none,SN2005hc,0.0459067,0.0444967,1.141,0.007,17.947,0.017,-0.8,0.028,0.0028,8.134E-6,CSPI,Ia,0.98,0,0,0.013,0.007,0.0,10.52,10.6,10.65,N/A,-1.0,-1.0,none,SN2005hc,0.0459067,0.0444967,1.141,0.007,18.009,0.047,-1.4,0.028,0.0028,5.827E-6,CSPI,Ia,0.98,0,0,0.013,0.007,0.0,10.52,10.6,10.65,N/A,-1.0,-1.0,none
SN2005iq,0.03402,0.03293,0.882,0.006,17.135,0.012,-3.9,0.0185,0.0019,1.061E-5,CSPI,Ia,0.965,0,0,-0.031,0.011,0.0,10.47,10.54,10.6,N/A,-1.0,-1.0,none,SN2005iq,0.03402,0.03293,0.882,0.006,16.796,0.008,-5.5,0.0185,0.0019,1.641E-5,CSPI,Ia,0.965,0,0,-0.031,0.011,6.4E-5,10.47,10.54,10.6,N/A,-1.0,-1.0,none,SN2005iq,0.03402,0.03293,0.882,0.006,16.744,0.008,-5.7,0.0185,0.0019,1.43E-5,CSPI,Ia,0.965,0,0,-0.031,0.011,0.0,10.47,10.54,10.6,N/A,-1.0,-1.0,none,SN2005iq,0.03402,0.03293,0.882,0.006,16.827,0.007,-6.8,0.0185,0.0019,8.613E-6,CSPI,Ia,0.965,0,0,-0.031,0.011,-4.9E-5,10.47,10.54,10.6,N/A,-1.0,-1.0,none,SN2005iq,0.03402,0.03293,0.882,0.006,16.942,0.009,-6.7,0.0185,0.0019,1.064E-5,CSPI,Ia,0.965,0,0,-0.031,0.011,0.0,10.47,10.54,10.6,N/A,-1.0,-1.0,none,SN2005iq,0.03402,0.03293,0.882,0.006,17.474,0.015,-2.5,0.0185,0.0019,1.022E-5,CSPI,Ia,0.965,0,0,-0.031,0.011,0.0,10.47,10.54,10.6,N/A,-1.0,-1.0,none,SN2005iq,0.03402,0.03293,0.882,0.006,17.401,0.018,2.1,0.0185,0.0019,-5.018E-7,CSPI,Ia,0.965,0,0,-0.031,0.011,0.0,10.47,10.54,10.6,N/A,-1.0,-1.0,none,SN2005iq,0.03402,0.03293,0.882,0.006,17.279,0.023,1.2,0.0185,0.0019,5.387E-6,CSPI,Ia,0.965,0,0,-0.031,0.011,0.0,10.47,10.54,10.6,N/A,-1.0,-1.0,none,SN2005iq,0.03402,0.03293,0.882,0.006,17.501,0.04,2.1,0.0185,0.0019,4.632E-5,CSPI,Ia,0.965,0,0,-0.031,0.011,0.0,10.47,10.54,10.6,N/A,-1.0,-1.0,none
SN2005kc,0.01511,0.01389,0.933,0.005,16.094,0.013,-9.0,0.1137,0.0114,6.321E-6,CSPI,Ia,0.978,0,0,0.234,0.011,0.0,10.6,11.06,11.5,N/A,-1.0,-1.0,none,SN2005kc,0.01511,0.01389,0.933,0.005,15.59,0.008,-10.6,0.1137,0.0114,1.227E-5,CSPI,Ia,0.978,0,0,0.234,0.011,6.4E-5,10.6,11.06,11.5,N/A,-1.0,-1.0,none,SN2005kc,0.01511,0.01389,0.933,0.005,15.475,0.007,-10.8,0.1137,0.0114,1.201E-5,CSPI,Ia,0.978,0,0,0.234,0.011,0.0,10.6,11.06,11.5,N/A,-1.0,-1.0,none,SN2005kc,0.01511,0.01389,0.933,0.005,15.356,0.007,-11.8,0.1137,0.0114,1.026E-5,CSPI,Ia,0.978,0,0,0.234,0.011,-4.9E-5,10.6,11.06,11.5,N/A,-1.0,-1.0,none,SN2005kc,0.01511,0.01389,0.933,0.005,15.313,0.009,-11.9,0.1137,0.0114,5.083E-6,CSPI,Ia,0.978,0,0,0.234,0.011,0.0,10.6,11.06,11.5,N/A,-1.0,-1.0,none,SN2005kc,0.01511,0.01389,0.933,0.005,15.702,0.014,-7.3,0.1137,0.0114,4.815E-6,CSPI,Ia,0.978,0,0,0.234,0.011,0.0,10.6,11.06,11.5,N/A,-1.0,-1.0,none,SN2005kc,0.01511,0.01389,0.933,0.005,15.513,0.016,-4.9,0.1137,0.0114,-1.145E-5,CSPI,Ia,0.978,0,0,0.234,0.011,0.0,10.6,11.06,11.5,N/A,-1.0,-1.0,none,SN2005kc,0.01511,0.01389,0.933,0.005,15.415,0.011,-5.7,0.1137,0.0114,1.043E-5,CSPI,Ia,0.978,0,0,0.234,0.011,0.0,10.6,11.06,11.5,N/A,-1.0,-1.0,none,SN2005kc,0.01511,0.01389,0.933,0.005,15.597,0.015,-5.1,0.1137,0.0114,4.086E-6,CSPI,Ia,0.978,0,0,0.234,0.011,0.0,10.6,11.06,11.5,N/A,-1.0,-1.0,none
SN2005ke,0.0048767,0.0044833,0.436,0.003,15.999,0.013,-8.1,0.02,0.002,2.95E-6,CSPI,Ia-91bg,0.953,0,0,0.662,0.012,0.0,10.29,10.43,10.61,N/A,-1.0,-1.0,none,SN2005ke,0.0048767,0.0044833,0.436,0.003,14.789,0.009,-9.7,0.02,0.002,4.686E-6,CSPI,Ia-91bg,0.953,0,0,0.662,0.012,8.1E-5,10.29,10.43,10.61,N/A,-1.0,-1.0,none,SN2005ke,0.0048767,0.0044833,0.436,0.003,14.435,0.009,-9.9,0.02,0.002,4.86E-6,CSPI,Ia-91bg,0.953,0,0,0.662,0.012,0.0,10.29,10.43,10.61,N/A,-1.0,-1.0,none,SN2005ke,0.0048767,0.0044833,0.436,0.003,14.127,0.008,-11.3,0.02,0.002,1.726E-6,CSPI,Ia-91bg,0.953,0,0,0.662,0.012,-6.4E-5,10.29,10.43,10.61,N/A,-1.0,-1.0,none,SN2005ke,0.0048767,0.0044833,0.436,0.003,13.961,0.012,-13.1,0.02,0.002,7.995E-6,CSPI,Ia-91bg,0.953,0,0,0.662,0.012,0.0,10.29,10.43,10.61,N/A,-1.0,-1.0,none,SN2005ke,0.0048767,0.0044833,0.436,0.003,14.266,0.015,-10.4,0.02,0.002,6.177E-6,CSPI,Ia-91bg,0.953,0,0,0.662,0.012,0.0,10.29,10.43,10.61,N/A,-1.0,-1.0,none,SN2005ke,0.0048767,0.0044833,0.436,0.003,14.029,0.012,19.8,0.02,0.002,1.014E-5,CSPI,Ia-91bg,0.953,0,0,0.662,0.012,0.0,10.29,10.43,10.61,N/A,-1.0,-1.0,none,SN2005ke,0.0048767,0.0044833,0.436,0.003,14.007,0.009,-8.6,0.02,0.002,2.436E-6,CSPI,Ia-91bg,0.953,0,0,0.662,0.012,0.0,10.29,10.43,10.61,N/A,-1.0,-1.0,none,SN2005ke,0.0048767,0.0044833,0.436,0.003,13.998,0.011,-7.7,0.02,0.002,1.166E-5,CSPI,Ia-91bg,0.953,0,0,0.662,0.012,0.0,10.29,10.43,10.61,N/A,-1.0,-1.0,none
SN2005ki,0.0191933,0.02037,0.836,0.004,15.879,0.008,-8.4,0.0267,0.0027,2.06E-6,CSPI,Ia,0.982,0,0,-0.019,0.007,0.0,10.62,10.8,10.86,N/A,-1.0,-1.0,none,SN2005ki,0.0191933,0.02037,0.836,0.004,15.584,0.005,-10.0,0.0267,0.0027,3.507E-6,CSPI,Ia,0.982,0,0,-0.019,0.007,2.5E-5,10.62,10.8,10.86,N/A,-1.0,-1.0,none,SN2005ki,0.0191933,0.02037,0.836,0.004,15.534,0.005,-10.2,0.0267,0.0027,2.802E-6,CSPI,Ia,0.982,0,0,-0.019,0.007,0.0,10.62,10.8,10.86,N/A,-1.0,-1.0,none,SN2005ki,0.0191933,0.02037,0.836,0.004,15.603,0.005,-11.4,0.0267,0.0027,5.269E-6,CSPI,Ia,0.982,0,0,-0.019,0.007,-2.5E-5,10.62,10.8,10.86,N/A,-1.0,-1.0,none,SN2005ki,0.0191933,0.02037,0.836,0.004,15.696,0.006,-11.2,0.0267,0.0027,2.884E-6,CSPI,Ia,0.982,0,0,-0.019,0.007,0.0,10.62,10.8,10.86,N/A,-1.0,-1.0,none,SN2005ki,0.0191933,0.02037,0.836,0.004,16.234,0.01,-7.4,0.0267,0.0027,4.547E-6,CSPI,Ia,0.982,0,0,-0.019,0.007,0.0,10.62,10.8,10.86,N/A,-1.0,-1.0,none,SN2005ki,0.0191933,0.02037,0.836,0.004,16.231,0.011,-4.7,0.0267,0.0027,1.129E-6,CSPI,Ia,0.982,0,0,-0.019,0.007,0.0,10.62,10.8,10.86,N/A,-1.0,-1.0,none,SN2005ki,0.0191933,0.02037,0.836,0.004,16.134,0.009,-5.4,0.0267,0.0027,3.83E-6,CSPI,Ia,0.982,0,0,-0.019,0.007,0.0,10.62,10.8,10.86,N/A,-1.0,-1.0,none,SN2005ki,0.0191933,0.02037,0.836,0.004,16.321,0.013,-3.4,0.0267,0.0027,4.158E-6,CSPI,Ia,0.982,0,0,-0.019,0.007,0.0,10.62,10.8,10.86,N/A,-1.0,-1.0,none
SN2005na,0.0263033,0.0268133,0.97,0.005,16.111,0.011,-0.4,0.0681,0.0068,-7.869E-6,CSPI,Ia,0.976,0,0,-0.015,0.009,0.0,10.9,10.97,11.05,N/A,-1.0,-1.0,none,SN2005na,0.0263033,0.0268133,0.97,0.005,16.008,0.007,-1.9,0.0681,0.0068,1.961E-6,CSPI,Ia,0.976,0,0,-0.015,0.009,4.9E-5,10.9,10.97,11.05,N/A,-1.0,-1.0,none,SN2005na,0.0263033,0.0268133,0.97,0.005,15.961,0.006,-2.2,0.0681,0.0068,2.339E-6,CSPI,Ia,0.976,0,0,-0.015,0.009,0.0,10.9,10.97,11.05,N/A,-1.0,-1.0,none,SN2005na,0.0263033,0.0268133,0.97,0.005,16.023,0.006,-3.1,0.0681,0.0068,4.73E-6,CSPI,Ia,0.976,0,0,-0.015,0.009,-3.6E-5,10.9,10.97,11.05,N/A,-1.0,-1.0,none,SN2005na,0.0263033,0.0268133,0.97,0.005,16.112,0.007,-3.3,0.0681,0.0068,1.843E-7,CSPI,Ia,0.976,0,0,-0.015,0.009,0.0,10.9,10.97,11.05,N/A,-1.0,-1.0,none,SN2005na,0.0263033,0.0268133,0.97,0.005,16.666,0.012,1.5,0.0681,0.0068,-6.803E-6,CSPI,Ia,0.976,0,0,-0.015,0.009,0.0,10.9,10.97,11.05,N/A,-1.0,-1.0,none,SN2005na,0.0263033,0.0268133,0.97,0.005,16.69,0.033,20.7,0.0681,0.0068,3.721E-5,CSPI,Ia,0.976,0,0,-0.015,0.009,0.0,10.9,10.97,11.05,N/A,-1.0,-1.0,none,SN2005na,0.0263033,0.0268133,0.97,0.005,16.519,0.069,20.1,0.0681,0.0068,3.546E-5,CSPI,Ia,0.976,0,0,-0.015,0.009,0.0,10.9,10.97,11.05,N/A,-1.0,-1.0,none,SN2005na,0.0263033,0.0268133,0.97,0.005,16.699,0.032,20.5,0.0681,0.0068,2.649E-5,CSPI,Ia,0.976,0,0,-0.015,0.009,0.0,10.9,10.97,11.05,N/A,-1.0,-1.0,none
SN2006D,0.00852,0.00964,0.839,0.003,14.781,0.008,-4.5,0.0394,0.0039,2.603E-6,CSPI,Ia,0.972,0,0,0.099,0.006,0.0,9.54,9.76,9.85,N/A,-1.0,-1.0,none,SN2006D,0.00852,0.00964,0.839,0.003,14.194,0.005,-6.0,0.0394,0.0039,3.35E-6,CSPI,Ia,0.972,0,0,0.099,0.006,2.5E-5,9.54,9.76,9.85,N/A,-1.0,-1.0,none,SN2006D,0.00852,0.00964,0.839,0.003,14.091,0.006,-5.2,0.0394,0.0039,3.452E-6,CSPI,Ia,0.972,0,0,0.099,0.006,0.0,9.54,9.76,9.85,N/A,-1.0,-1.0,none,SN2006D,0.00852,0.00964,0.839,0.003,14.095,0.004,-7.4,0.0394,0.0039,3.856E-6,CSPI,Ia,0.972,0,0,0.099,0.006,-1.6E-5,9.54,9.76,9.85,N/A,-1.0,-1.0,none,SN2006D,0.00852,0.00964,0.839,0.003,14.138,0.006,-6.2,0.0394,0.0039,2.673E-6,CSPI,Ia,0.972,0,0,0.099,0.006,0.0,9.54,9.76,9.85,N/A,-1.0,-1.0,none,SN2006D,0.00852,0.00964,0.839,0.003,14.65,0.009,-2.3,0.0394,0.0039,3.331E-6,CSPI,Ia,0.972,0,0,0.099,0.006,0.0,9.54,9.76,9.85,N/A,-1.0,-1.0,none,SN2006D,0.00852,0.00964,0.839,0.003,14.684,0.022,23.4,0.0394,0.0039,1.02E-5,CSPI,Ia,0.972,0,0,0.099,0.006,0.0,9.54,9.76,9.85,N/A,-1.0,-1.0,none,SN2006D,0.00852,0.00964,0.839,0.003,14.561,0.042,19.6,0.0394,0.0039,1.283E-5,CSPI,Ia,0.972,0,0,0.099,0.006,0.0,9.54,9.76,9.85,N/A,-1.0,-1.0,none,SN2006D,0.00852,0.00964,0.839,0.003,14.675,0.024,20.7,0.0394,0.0039,1.369E-5,CSPI,Ia,0.972,0,0,0.099,0.006,0.0,9.54,9.76,9.85,N/A,-1.0,-1.0,none
